Year,Month,Day,Hour,Minute,DNI,Cloud Type,Relative Humidity,Temperature,Pressure
2010,1,1,0,30,0,3,49.57,6,1020
2010,1,1,1,30,0,3,51.62,6,1020
2010,1,1,2,30,0,1,53.45,6,1020
2010,1,1,3,30,0,8,58.63,5,1020
2010,1,1,4,30,0,7,58.9,5,1020
2010,1,1,5,30,0,7,58.67,4,1020
2010,1,1,6,30,0,7,54.32,5,1020
2010,1,1,7,30,455,1,49.75,7,1020
2010,1,1,8,30,320,3,37.88,10,1020
2010,1,1,9,30,816,0,29.22,13,1020
2010,1,1,10,30,885,0,24.1,15,1020
2010,1,1,11,30,897,0,21.5,16,1020
2010,1,1,12,30,886,0,19.28,17,1020
2010,1,1,13,30,851,0,17.29,18,1010
2010,1,1,14,30,773,0,17.11,17,1010
2010,1,1,15,30,610,0,29.87,15,1010
2010,1,1,16,30,0,7,37.05,13,1010
2010,1,1,17,30,0,0,35.5,12,1010
2010,1,1,18,30,0,7,39.06,12,1010
2010,1,1,19,30,0,7,39.54,12,1010
2010,1,1,20,30,0,7,39.72,12,1010
2010,1,1,21,30,0,7,39.94,12,1010
2010,1,1,22,30,0,7,40.97,11,1010
2010,1,1,23,30,0,7,44.61,11,1010
2010,1,2,0,30,0,7,47.52,10,1010
2010,1,2,1,30,0,0,49.56,9,1010
2010,1,2,2,30,0,0,48.85,8,1010
2010,1,2,3,30,0,0,52.37,8,1010
2010,1,2,4,30,0,0,52.39,8,1010
2010,1,2,5,30,0,0,52.16,8,1010
2010,1,2,6,30,0,0,48.65,9,1010
2010,1,2,7,30,512,0,42.3,12,1010
2010,1,2,8,30,760,0,33.91,15,1010
2010,1,2,9,30,865,0,28.9,17,1010
2010,1,2,10,30,914,0,24.07,19,1010
2010,1,2,11,30,934,0,22.69,21,1010
2010,1,2,12,30,929,0,21.44,22,1010
2010,1,2,13,30,912,0,20.39,22,1010
2010,1,2,14,30,841,0,22.11,21,1010
2010,1,2,15,30,687,0,37.02,18,1010
2010,1,2,16,30,258,0,36.25,16,1010
2010,1,2,17,30,0,0,38.27,15,1010
2010,1,2,18,30,0,0,37.54,14,1010
2010,1,2,19,30,0,0,39.95,14,1010
2010,1,2,20,30,0,0,42.34,13,1010
2010,1,2,21,30,0,0,44.86,12,1010
2010,1,2,22,30,0,0,44.5,12,1010
2010,1,2,23,30,0,0,47.3,11,1010
2010,1,3,0,30,0,0,50.38,10,1010
2010,1,3,1,30,0,0,53.64,9,1010
2010,1,3,2,30,0,0,57,8,1010
2010,1,3,3,30,0,0,56.37,8,1010
2010,1,3,4,30,0,0,55.57,7,1010
2010,1,3,5,30,0,0,58.36,7,1010
2010,1,3,6,30,0,0,53.21,8,1010
2010,1,3,7,30,523,0,45.39,11,1010
2010,1,3,8,30,772,0,37.41,14,1010
2010,1,3,9,30,879,0,30.99,16,1010
2010,1,3,10,30,875,0,27.23,18,1010
2010,1,3,11,30,895,0,25.54,19,1010
2010,1,3,12,30,887,0,23.79,20,1010
2010,1,3,13,30,859,0,22.1,21,1010
2010,1,3,14,30,524,3,23.77,19,1010
2010,1,3,15,30,570,8,39.7,17,1010
2010,1,3,16,30,0,7,36.14,15,1010
2010,1,3,17,30,0,7,35.15,15,1010
2010,1,3,18,30,0,6,36.73,14,1010
2010,1,3,19,30,0,6,38.88,13,1010
2010,1,3,20,30,0,8,38.38,13,1010
2010,1,3,21,30,0,7,40.2,12,1010
2010,1,3,22,30,0,1,39.6,11,1010
2010,1,3,23,30,0,0,41.83,11,1010
2010,1,4,0,30,0,0,44.23,10,1010
2010,1,4,1,30,0,0,46.86,9,1010
2010,1,4,2,30,0,0,49.78,8,1010
2010,1,4,3,30,0,1,52.98,7,1010
2010,1,4,4,30,0,7,53.53,7,1010
2010,1,4,5,30,0,4,54.66,7,1010
2010,1,4,6,30,0,1,55.19,7,1010
2010,1,4,7,30,430,0,50.71,9,1020
2010,1,4,8,30,485,7,41.21,12,1020
2010,1,4,9,30,682,7,31.96,14,1020
2010,1,4,10,30,654,8,27.34,17,1010
2010,1,4,11,30,168,7,23.55,18,1010
2010,1,4,12,30,0,7,20.88,19,1010
2010,1,4,13,30,44,6,20.4,20,1010
2010,1,4,14,30,843,0,22.06,19,1010
2010,1,4,15,30,363,8,38.16,16,1010
2010,1,4,16,30,0,7,40.34,13,1010
2010,1,4,17,30,0,0,42.12,12,1010
2010,1,4,18,30,0,7,41.29,12,1010
2010,1,4,19,30,0,7,43.74,11,1010
2010,1,4,20,30,0,7,43.16,11,1010
2010,1,4,21,30,0,7,42.66,11,1010
2010,1,4,22,30,0,7,45,10,1010
2010,1,4,23,30,0,7,43.93,9,1010
2010,1,5,0,30,0,0,46.5,9,1010
2010,1,5,1,30,0,0,49.57,8,1010
2010,1,5,2,30,0,0,49.17,7,1010
2010,1,5,3,30,0,0,52.06,7,1010
2010,1,5,4,30,0,0,51.32,7,1010
2010,1,5,5,30,0,0,50.38,6,1010
2010,1,5,6,30,0,0,46.05,7,1010
2010,1,5,7,30,503,0,40.84,10,1010
2010,1,5,8,30,759,0,33.92,14,1010
2010,1,5,9,30,869,0,25.2,17,1010
2010,1,5,10,30,893,0,21.72,19,1010
2010,1,5,11,30,914,0,19.86,20,1010
2010,1,5,12,30,910,0,18.21,21,1010
2010,1,5,13,30,874,0,17.97,21,1010
2010,1,5,14,30,798,0,19.33,20,1010
2010,1,5,15,30,637,0,34.6,17,1010
2010,1,5,16,30,219,0,33.93,15,1010
2010,1,5,17,30,0,0,31.74,14,1010
2010,1,5,18,30,0,0,33.77,13,1010
2010,1,5,19,30,0,0,36.49,11,1010
2010,1,5,20,30,0,0,38.86,11,1010
2010,1,5,21,30,0,0,41.46,10,1010
2010,1,5,22,30,0,0,41.47,10,1010
2010,1,5,23,30,0,0,41.34,10,1010
2010,1,6,0,30,0,0,40.94,10,1010
2010,1,6,1,30,0,0,40.35,10,1010
2010,1,6,2,30,0,1,39.64,9,1010
2010,1,6,3,30,0,1,39.38,9,1010
2010,1,6,4,30,0,7,41.96,9,1010
2010,1,6,5,30,0,4,41.85,9,1010
2010,1,6,6,30,0,7,39.04,9,1010
2010,1,6,7,30,220,7,38.27,12,1010
2010,1,6,8,30,601,8,37.04,15,1010
2010,1,6,9,30,836,0,26.37,17,1010
2010,1,6,10,30,891,0,24.38,18,1010
2010,1,6,11,30,319,8,22.78,19,1010
2010,1,6,12,30,390,7,21.55,19,1010
2010,1,6,13,30,526,8,21.71,19,1010
2010,1,6,14,30,807,0,23.64,18,1010
2010,1,6,15,30,663,0,34.38,17,1010
2010,1,6,16,30,276,0,36.49,15,1010
2010,1,6,17,30,0,0,38.56,13,1010
2010,1,6,18,30,0,0,40.56,12,1010
2010,1,6,19,30,0,0,40.58,12,1010
2010,1,6,20,30,0,4,40.18,12,1010
2010,1,6,21,30,0,0,39.66,12,1010
2010,1,6,22,30,0,0,38.83,12,1010
2010,1,6,23,30,0,1,35.52,13,1010
2010,1,7,0,30,0,0,36.99,12,1010
2010,1,7,1,30,0,0,36.4,11,1010
2010,1,7,2,30,0,0,38.48,11,1010
2010,1,7,3,30,0,0,38.05,10,1010
2010,1,7,4,30,0,4,40.22,10,1010
2010,1,7,5,30,0,0,39.81,10,1010
2010,1,7,6,30,0,0,39.66,10,1010
2010,1,7,7,30,439,7,38.35,12,1010
2010,1,7,8,30,691,7,39.56,14,1010
2010,1,7,9,30,822,0,29.57,16,1010
2010,1,7,10,30,881,0,22.95,19,1010
2010,1,7,11,30,907,0,20.25,21,1010
2010,1,7,12,30,905,0,19.17,22,1010
2010,1,7,13,30,866,0,18.08,22,1010
2010,1,7,14,30,798,0,19.82,21,1010
2010,1,7,15,30,652,0,33.5,19,1010
2010,1,7,16,30,279,0,34.13,17,1010
2010,1,7,17,30,0,0,32.42,16,1010
2010,1,7,18,30,0,0,37.57,14,1010
2010,1,7,19,30,0,0,40.65,13,1010
2010,1,7,20,30,0,0,43.79,12,1010
2010,1,7,21,30,0,0,44.31,12,1010
2010,1,7,22,30,0,0,44.9,12,1010
2010,1,7,23,30,0,0,45.75,11,1010
2010,1,8,0,30,0,0,46.9,11,1010
2010,1,8,1,30,0,0,51.48,11,1010
2010,1,8,2,30,0,0,52.79,11,1010
2010,1,8,3,30,0,4,53.96,11,1010
2010,1,8,4,30,0,0,58.22,10,1010
2010,1,8,5,30,0,1,61.82,9,1010
2010,1,8,6,30,0,7,56.36,10,1010
2010,1,8,7,30,73,7,50.82,12,1010
2010,1,8,8,30,602,8,39.93,15,1010
2010,1,8,9,30,696,7,32.55,17,1020
2010,1,8,10,30,886,0,27.89,19,1010
2010,1,8,11,30,572,8,26.15,20,1010
2010,1,8,12,30,114,8,24.52,21,1010
2010,1,8,13,30,434,8,25.95,20,1010
2010,1,8,14,30,302,4,31.24,19,1010
2010,1,8,15,30,49,8,38.52,17,1010
2010,1,8,16,30,119,7,39.46,16,1010
2010,1,8,17,30,0,6,35.22,16,1010
2010,1,8,18,30,0,8,36.5,15,1010
2010,1,8,19,30,0,7,35.34,14,1010
2010,1,8,20,30,0,7,37.12,13,1010
2010,1,8,21,30,0,7,39.36,12,1010
2010,1,8,22,30,0,0,44.71,11,1010
2010,1,8,23,30,0,0,47.27,10,1010
2010,1,9,0,30,0,0,50.03,9,1010
2010,1,9,1,30,0,0,53.22,8,1020
2010,1,9,2,30,0,0,53.22,8,1010
2010,1,9,3,30,0,0,52.87,7,1010
2010,1,9,4,30,0,0,55.82,7,1020
2010,1,9,5,30,0,0,54.41,7,1020
2010,1,9,6,30,0,0,49.3,8,1020
2010,1,9,7,30,474,0,42.06,10,1020
2010,1,9,8,30,727,0,31.8,13,1020
2010,1,9,9,30,834,0,24.64,16,1020
2010,1,9,10,30,882,0,21.4,18,1020
2010,1,9,11,30,901,0,20.03,20,1010
2010,1,9,12,30,551,8,18.67,21,1010
2010,1,9,13,30,517,8,18.61,21,1010
2010,1,9,14,30,384,7,19.92,20,1010
2010,1,9,15,30,655,8,32.13,17,1010
2010,1,9,16,30,154,7,34.45,15,1010
2010,1,9,17,30,0,7,34.68,14,1010
2010,1,9,18,30,0,7,37.9,13,1010
2010,1,9,19,30,0,7,38.55,13,1010
2010,1,9,20,30,0,6,40,13,1010
2010,1,9,21,30,0,7,40.76,13,1010
2010,1,9,22,30,0,6,40.79,13,1010
2010,1,9,23,30,0,7,40.72,13,1010
2010,1,10,0,30,0,7,39.98,13,1010
2010,1,10,1,30,0,7,41.97,12,1010
2010,1,10,2,30,0,7,41.93,12,1010
2010,1,10,3,30,0,8,43.17,11,1010
2010,1,10,4,30,0,4,42.85,10,1010
2010,1,10,5,30,0,8,46.12,10,1010
2010,1,10,6,30,0,7,45.87,10,1010
2010,1,10,7,30,468,0,41.38,13,1010
2010,1,10,8,30,734,0,31.87,16,1010
2010,1,10,9,30,847,0,23.68,18,1010
2010,1,10,10,30,891,0,19.69,20,1010
2010,1,10,11,30,909,0,17.87,21,1010
2010,1,10,12,30,901,0,16.44,22,1010
2010,1,10,13,30,866,0,16.27,22,1010
2010,1,10,14,30,794,0,17.37,21,1010
2010,1,10,15,30,644,0,28.96,19,1010
2010,1,10,16,30,279,0,30.07,17,1010
2010,1,10,17,30,0,7,27.8,16,1010
2010,1,10,18,30,0,0,29.32,15,1010
2010,1,10,19,30,0,0,35.57,13,1010
2010,1,10,20,30,0,0,38.55,12,1010
2010,1,10,21,30,0,0,40.85,11,1010
2010,1,10,22,30,0,0,40.42,11,1010
2010,1,10,23,30,0,0,40.1,10,1010
2010,1,11,0,30,0,0,42.71,10,1010
2010,1,11,1,30,0,0,42.86,10,1010
2010,1,11,2,30,0,0,46.32,9,1010
2010,1,11,3,30,0,0,46.91,9,1010
2010,1,11,4,30,0,0,50.91,8,1010
2010,1,11,5,30,0,0,51.61,8,1010
2010,1,11,6,30,0,0,48.74,9,1020
2010,1,11,7,30,470,0,43.92,12,1020
2010,1,11,8,30,732,0,35.25,15,1020
2010,1,11,9,30,844,0,26.44,17,1020
2010,1,11,10,30,926,0,23.78,19,1020
2010,1,11,11,30,945,0,20.41,20,1010
2010,1,11,12,30,938,0,18.93,21,1010
2010,1,11,13,30,924,0,18.66,22,1010
2010,1,11,14,30,861,0,19.76,21,1010
2010,1,11,15,30,727,0,29.2,19,1010
2010,1,11,16,30,377,0,29.5,17,1010
2010,1,11,17,30,0,0,29.11,16,1010
2010,1,11,18,30,0,0,31.04,15,1010
2010,1,11,19,30,0,0,31.44,14,1010
2010,1,11,20,30,0,0,33.2,14,1010
2010,1,11,21,30,0,0,34.94,13,1010
2010,1,11,22,30,0,8,34.61,13,1010
2010,1,11,23,30,0,7,36.59,12,1010
2010,1,12,0,30,0,7,36.57,12,1010
2010,1,12,1,30,0,0,39.52,11,1010
2010,1,12,2,30,0,8,42.33,10,1010
2010,1,12,3,30,0,0,45.48,9,1010
2010,1,12,4,30,0,0,48.39,8,1010
2010,1,12,5,30,0,0,51.83,7,1020
2010,1,12,6,30,0,0,48.97,8,1020
2010,1,12,7,30,486,0,44.64,11,1020
2010,1,12,8,30,249,4,36.85,14,1020
2010,1,12,9,30,719,7,28.54,17,1020
2010,1,12,10,30,572,8,24.27,19,1020
2010,1,12,11,30,610,7,20.87,21,1010
2010,1,12,12,30,908,0,18.87,22,1010
2010,1,12,13,30,886,0,17.57,22,1010
2010,1,12,14,30,824,0,18.76,21,1010
2010,1,12,15,30,688,0,30.46,19,1010
2010,1,12,16,30,340,0,34,17,1010
2010,1,12,17,30,0,0,28.65,17,1010
2010,1,12,18,30,0,3,28.83,16,1010
2010,1,12,19,30,0,7,31.68,14,1010
2010,1,12,20,30,0,7,32.52,14,1010
2010,1,12,21,30,0,7,33.8,15,1010
2010,1,12,22,30,0,0,35.59,15,1010
2010,1,12,23,30,0,7,40.59,14,1010
2010,1,13,0,30,0,7,46.19,13,1010
2010,1,13,1,30,0,6,48.11,13,1010
2010,1,13,2,30,0,7,52.48,12,1010
2010,1,13,3,30,0,8,52.38,12,1010
2010,1,13,4,30,0,7,52.57,11,1010
2010,1,13,5,30,0,7,56.85,10,1010
2010,1,13,6,30,0,0,57,11,1010
2010,1,13,7,30,515,0,52.26,13,1010
2010,1,13,8,30,757,0,42.63,17,1010
2010,1,13,9,30,853,0,36.34,20,1010
2010,1,13,10,30,901,0,35.7,22,1010
2010,1,13,11,30,921,0,38.53,23,1010
2010,1,13,12,30,920,0,38.12,24,1010
2010,1,13,13,30,887,0,40.39,23,1010
2010,1,13,14,30,820,0,40.77,22,1010
2010,1,13,15,30,677,0,43.63,19,1010
2010,1,13,16,30,323,0,53.18,17,1010
2010,1,13,17,30,0,0,62.84,15,1010
2010,1,13,18,30,0,0,70.46,13,1010
2010,1,13,19,30,0,0,77.8,13,1010
2010,1,13,20,30,0,0,83.49,12,1010
2010,1,13,21,30,0,0,82.08,12,1010
2010,1,13,22,30,0,0,79.39,11,1010
2010,1,13,23,30,0,0,81.74,11,1010
2010,1,14,0,30,0,0,79.29,11,1010
2010,1,14,1,30,0,0,77.6,11,1010
2010,1,14,2,30,0,0,76.71,10,1010
2010,1,14,3,30,0,0,74.16,10,1010
2010,1,14,4,30,0,0,66.98,11,1010
2010,1,14,5,30,0,0,60.18,11,1010
2010,1,14,6,30,0,0,50.73,12,1010
2010,1,14,7,30,534,0,42.22,14,1010
2010,1,14,8,30,772,0,34.18,17,1010
2010,1,14,9,30,862,0,28.81,19,1010
2010,1,14,10,30,880,0,26.7,20,1010
2010,1,14,11,30,873,0,24.76,21,1010
2010,1,14,12,30,842,0,24.28,21,1010
2010,1,14,13,30,845,0,22.4,22,1010
2010,1,14,14,30,754,0,23.5,21,1010
2010,1,14,15,30,584,0,27.4,18,1010
2010,1,14,16,30,235,0,39.63,15,1010
2010,1,14,17,30,0,0,41.76,13,1010
2010,1,14,18,30,0,0,44.03,13,1010
2010,1,14,19,30,0,0,46.45,12,1010
2010,1,14,20,30,0,0,45.73,12,1010
2010,1,14,21,30,0,0,48.23,11,1010
2010,1,14,22,30,0,0,47.71,10,1010
2010,1,14,23,30,0,0,50.75,10,1010
2010,1,15,0,30,0,0,50.77,9,1010
2010,1,15,1,30,0,0,54.09,9,1010
2010,1,15,2,30,0,0,53.62,9,1010
2010,1,15,3,30,0,0,52.99,8,1010
2010,1,15,4,30,0,0,56.03,8,1010
2010,1,15,5,30,0,0,55.4,8,1020
2010,1,15,6,30,0,0,51.3,9,1020
2010,1,15,7,30,499,3,42.83,12,1020
2010,1,15,8,30,751,0,33.98,15,1020
2010,1,15,9,30,855,0,29.15,18,1020
2010,1,15,10,30,910,0,25.81,20,1020
2010,1,15,11,30,922,1,24.05,21,1020
