Year,Month,Day,Hour,Minute,DNI,Cloud Type,Relative Humidity,Temperature,Pressure
2008,1,1,0,30,0,7,50.93,4,1020
2008,1,1,1,30,0,4,51.4,3,1020
2008,1,1,2,30,0,7,55.23,3,1020
2008,1,1,3,30,0,1,54.81,3,1020
2008,1,1,4,30,0,0,58.12,2,1020
2008,1,1,5,30,0,0,57.45,2,1020
2008,1,1,6,30,0,4,50.06,3,1020
2008,1,1,7,30,475,7,45.63,5,1020
2008,1,1,8,30,739,0,40.55,8,1020
2008,1,1,9,30,308,8,29.77,10,1020
2008,1,1,10,30,299,7,23.28,13,1020
2008,1,1,11,30,590,7,16.65,15,1020
2008,1,1,12,30,182,7,13.96,16,1020
2008,1,1,13,30,325,7,14.45,16,1020
2008,1,1,14,30,454,8,18.4,15,1020
2008,1,1,15,30,212,4,33.25,12,1020
2008,1,1,16,30,0,7,34.7,11,1020
2008,1,1,17,30,0,7,34.46,10,1020
2008,1,1,18,30,0,7,34.04,10,1020
2008,1,1,19,30,0,4,37.05,9,1020
2008,1,1,20,30,0,7,38.07,9,1020
2008,1,1,21,30,0,7,39.14,8,1020
2008,1,1,22,30,0,7,40.74,8,1020
2008,1,1,23,30,0,7,42.78,8,1020
2008,1,2,0,30,0,7,44.47,8,1020
2008,1,2,1,30,0,7,44.98,8,1020
2008,1,2,2,30,0,7,47.39,8,1020
2008,1,2,3,30,0,7,46.73,8,1020
2008,1,2,4,30,0,7,45.66,7,1020
2008,1,2,5,30,0,7,48.69,7,1020
2008,1,2,6,30,0,7,45.49,8,1020
2008,1,2,7,30,425,4,41.24,10,1020
2008,1,2,8,30,688,0,31.67,13,1020
2008,1,2,9,30,801,0,25.47,16,1020
2008,1,2,10,30,885,0,20.22,19,1020
2008,1,2,11,30,903,0,18.87,20,1010
2008,1,2,12,30,892,0,17.56,21,1010
2008,1,2,13,30,607,8,17.58,21,1010
2008,1,2,14,30,535,8,19.53,20,1010
2008,1,2,15,30,576,1,38.77,17,1010
2008,1,2,16,30,0,4,35.66,15,1010
2008,1,2,17,30,0,7,33.07,15,1010
2008,1,2,18,30,0,7,34.15,14,1010
2008,1,2,19,30,0,4,36.05,13,1010
2008,1,2,20,30,0,4,38.72,12,1010
2008,1,2,21,30,0,7,38.92,11,1010
2008,1,2,22,30,0,7,43.02,11,1010
2008,1,2,23,30,0,7,44.47,11,1010
2008,1,3,0,30,0,7,43.54,11,1010
