Year,Month,Day,Hour,Minute,DNI,Relative Humidity,Temperature,Pressure
1999,1,1,0,30,0,72.02,10,1010
1999,1,1,1,30,0,69.05,10,1010
1999,1,1,2,30,0,66.9,9,1010
1999,1,1,3,30,0,60.94,8,1010
1999,1,1,4,30,0,59.95,8,1010
1999,1,1,5,30,0,56.17,7,1010
1999,1,1,6,30,0,49.81,8,1010
1999,1,1,7,30,566,43.65,11,1010
1999,1,1,8,30,799,34.41,14,1010
1999,1,1,9,30,896,27.3,17,1010
1999,1,1,10,30,938,22.37,20,1010
1999,1,1,11,30,947,20.47,21,1010
1999,1,1,12,30,933,18.5,22,1010
1999,1,1,13,30,894,16.7,23,1010
1999,1,1,14,30,816,17.16,21,1010
1999,1,1,15,30,654,26.04,18,1010
1999,1,1,16,30,206,30.49,15,1010
1999,1,1,17,30,0,31.3,14,1010
1999,1,1,18,30,0,31.96,13,1010
1999,1,1,19,30,0,30.83,12,1010
1999,1,1,20,30,0,32.04,11,1010
1999,1,1,21,30,0,33.57,11,1010
1999,1,1,22,30,0,35.27,10,1010
1999,1,1,23,30,0,34.65,9,1010
1999,1,2,0,30,0,36.33,9,1010
1999,1,2,1,30,0,35.48,9,1010
1999,1,2,2,30,0,36.95,8,1010
1999,1,2,3,30,0,35.89,8,1010
1999,1,2,4,30,0,35.12,8,1010
1999,1,2,5,30,0,34.4,8,1010
1999,1,2,6,30,0,33.73,8,1010
1999,1,2,7,30,573,29.95,11,1010
1999,1,2,8,30,807,22.74,14,1010
1999,1,2,9,30,901,17.86,17,1010
1999,1,2,10,30,941,15.72,18,1010
1999,1,2,11,30,953,14.53,20,1010
1999,1,2,12,30,942,13.19,21,1010
1999,1,2,13,30,904,11.75,22,1010
1999,1,2,14,30,825,11.92,21,1010
1999,1,2,15,30,662,22.88,18,1010
1999,1,2,16,30,211,21.81,16,1010
1999,1,2,17,30,0,20.76,15,1010
1999,1,2,18,30,0,21.42,14,1010
1999,1,2,19,30,0,22.53,13,1010
1999,1,2,20,30,0,23.82,12,1010
1999,1,2,21,30,0,25.25,11,1010
1999,1,2,22,30,0,25.04,10,1010
1999,1,2,23,30,0,26.5,10,1010
1999,1,3,0,30,0,26.35,10,1010
1999,1,3,1,30,0,28.27,9,1010
1999,1,3,2,30,0,28.02,8,1010
1999,1,3,3,30,0,30.68,8,1010
1999,1,3,4,30,0,34.55,7,1010
1999,1,3,5,30,0,36.31,7,1010
1999,1,3,6,30,0,35.46,8,1010
1999,1,3,7,30,550,31.01,11,1020
1999,1,3,8,30,801,25.74,14,1020
1999,1,3,9,30,901,20.71,17,1020
1999,1,3,10,30,941,17.41,19,1020
1999,1,3,11,30,953,15.38,20,1020
1999,1,3,12,30,945,13.73,21,1010
1999,1,3,13,30,912,13.14,21,1010
1999,1,3,14,30,837,13.45,20,1010
1999,1,3,15,30,675,21.8,17,1010
1999,1,3,16,30,201,25.52,14,1020
1999,1,3,17,30,0,22.64,14,1020
1999,1,3,18,30,0,22.91,13,1020
1999,1,3,19,30,0,21.88,12,1020
1999,1,3,20,30,0,22.77,12,1020
1999,1,3,21,30,0,23.87,11,1020
1999,1,3,22,30,0,25.47,10,1020
1999,1,3,23,30,0,27.33,9,1020
1999,1,4,0,30,0,27.56,9,1020
1999,1,4,1,30,0,29.68,8,1020
