Year,Month,Day,Hour,Minute,DNI,Cloud Type,Relative Humidity,Temperature,Pressure
2004,1,1,0,30,0,0,89.64,20,1010
2004,1,1,1,30,0,0,90.12,20,1010
2004,1,1,2,30,0,0,90.71,20,1010
2004,1,1,3,30,0,0,91.2,20,1010
2004,1,1,4,30,0,0,91.25,20,1010
2004,1,1,5,30,0,0,91.15,20,1020
2004,1,1,6,30,0,0,90.76,20,1020
2004,1,1,7,30,401,0,80.04,22,1020
2004,1,1,8,30,664,0,68.78,24,1020
2004,1,1,9,30,841,0,56.2,26,1020
2004,1,1,10,30,895,0,50.34,27,1020
2004,1,1,11,30,920,0,46.51,28,1010
2004,1,1,12,30,921,0,43.41,29,1010
2004,1,1,13,30,896,2,43.27,29,1010
2004,1,1,14,30,164,2,43.55,29,1010
2004,1,1,15,30,741,1,46.49,28,1010
2004,1,1,16,30,514,0,50.12,27,1010
2004,1,1,17,30,0,0,60.04,25,1010
2004,1,1,18,30,0,0,65.57,24,1010
2004,1,1,19,30,0,0,65.82,24,1010
2004,1,1,20,30,0,0,70.1,23,1010
2004,1,1,21,30,0,0,75.26,22,1010
2004,1,1,22,30,0,0,75.71,22,1010
2004,1,1,23,30,0,0,80.84,21,1010
2004,1,2,0,30,0,0,80.93,21,1010
2004,1,2,1,30,0,0,85.68,20,1010
2004,1,2,2,30,0,0,91.32,19,1010
2004,1,2,3,30,0,0,91.61,19,1010
2004,1,2,4,30,0,0,96.96,18,1010
2004,1,2,5,30,0,0,96.49,18,1010
2004,1,2,6,30,0,0,96.03,18,1010
2004,1,2,7,30,494,0,84.68,20,1020
2004,1,2,8,30,740,0,68.35,23,1020
2004,1,2,9,30,846,0,54.18,25,1020
2004,1,2,10,30,896,0,48.88,26,1010
2004,1,2,11,30,919,0,45.1,27,1010
2004,1,2,12,30,932,0,41.45,28,1010
2004,1,2,13,30,910,0,38.29,29,1010
2004,1,2,14,30,861,1,37.97,29,1010
2004,1,2,15,30,388,2,40.54,28,1010
2004,1,2,16,30,545,0,47.91,26,1010
2004,1,2,17,30,0,0,61.78,24,1010
2004,1,2,18,30,0,0,67.37,23,1010
2004,1,2,19,30,0,0,70.69,22,1010
2004,1,2,20,30,0,0,70.99,22,1010
2004,1,2,21,30,0,0,77.53,21,1010
2004,1,2,22,30,0,0,78.35,21,1010
2004,1,2,23,30,0,0,83.68,20,1010
2004,1,3,0,30,0,0,83.86,20,1010
2004,1,3,1,30,0,0,89.37,19,1010
2004,1,3,2,30,0,0,89.41,19,1010
2004,1,3,3,30,0,0,89.44,19,1010
2004,1,3,4,30,0,0,95.09,18,1010
2004,1,3,5,30,0,0,94.87,18,1010
2004,1,3,6,30,0,0,94.7,18,1010
2004,1,3,7,30,526,0,83.72,20,1010
2004,1,3,8,30,771,0,68.28,23,1010
2004,1,3,9,30,881,0,57.01,25,1010
2004,1,3,10,30,933,0,48.64,27,1010
2004,1,3,11,30,955,1,44.41,28,1010
2004,1,3,12,30,954,0,41.09,29,1010
2004,1,3,13,30,932,2,40.8,29,1010
2004,1,3,14,30,881,0,40.76,29,1010
2004,1,3,15,30,32,3,43.59,28,1010
2004,1,3,16,30,564,1,47.9,27,1010
2004,1,3,17,30,0,0,58.85,25,1010
2004,1,3,18,30,0,0,64.93,24,1010
2004,1,3,19,30,0,0,70.66,23,1010
2004,1,3,20,30,0,0,71.33,23,1010
2004,1,3,21,30,0,0,75.89,22,1010
2004,1,3,22,30,0,7,75.95,22,1010
2004,1,3,23,30,0,7,81.4,21,1010
2004,1,4,0,30,0,7,87.95,20,1010
2004,1,4,1,30,0,7,89.58,20,1010
2004,1,4,2,30,0,0,96.97,19,1010
2004,1,4,3,30,0,0,98.22,19,1010
2004,1,4,4,30,0,0,99.24,19,1010
2004,1,4,5,30,0,0,100,19,1010
2004,1,4,6,30,0,0,100,19,1010
2004,1,4,7,30,499,0,94.58,20,1010
2004,1,4,8,30,742,0,80.74,23,1010
2004,1,4,9,30,837,1,66.74,26,1010
2004,1,4,10,30,898,0,60.2,27,1010
2004,1,4,11,30,927,0,51.39,29,1010
2004,1,4,12,30,930,0,46.9,30,1010
2004,1,4,13,30,910,0,45.74,30,1010
2004,1,4,14,30,863,0,42.36,31,1010
2004,1,4,15,30,758,0,44.6,30,1010
2004,1,4,16,30,551,0,50.75,28,1010
2004,1,4,17,30,0,0,61.06,26,1010
2004,1,4,18,30,0,0,65.66,25,1010
2004,1,4,19,30,0,0,68.7,24,1010
2004,1,4,20,30,0,0,72.82,23,1010
2004,1,4,21,30,0,0,77.09,22,1010
2004,1,4,22,30,0,0,76.94,22,1010
2004,1,4,23,30,0,0,82.14,21,1010
2004,1,5,0,30,0,0,88.18,20,1010
2004,1,5,1,30,0,0,88.55,20,1010
2004,1,5,2,30,0,0,88.69,20,1010
2004,1,5,3,30,0,0,89,20,1010
2004,1,5,4,30,0,0,95.55,19,1010
2004,1,5,5,30,0,0,96.47,19,1010
2004,1,5,6,30,0,0,97.68,19,1010
2004,1,5,7,30,490,0,87.7,21,1010
2004,1,5,8,30,726,0,76.2,24,1010
2004,1,5,9,30,19,2,70.27,26,1010
2004,1,5,10,30,328,2,60.86,28,1010
2004,1,5,11,30,915,1,55.25,29,1010
2004,1,5,12,30,23,3,49.87,30,1010
2004,1,5,13,30,3,3,45.26,31,1010
2004,1,5,14,30,301,2,46.86,30,1010
2004,1,5,15,30,741,0,49.61,29,1010
2004,1,5,16,30,508,0,54.07,28,1010
2004,1,5,17,30,0,1,66.54,26,1010
2004,1,5,18,30,0,3,72.71,25,1010
2004,1,5,19,30,0,0,79.21,24,1010
2004,1,5,20,30,0,1,80.91,24,1010
2004,1,5,21,30,0,1,81.54,24,1010
2004,1,5,22,30,0,0,86.37,23,1010
2004,1,5,23,30,0,0,85.78,23,1010
2004,1,6,0,30,0,0,85.46,23,1010
2004,1,6,1,30,0,0,85.25,23,1010
2004,1,6,2,30,0,0,90.62,22,1010
2004,1,6,3,30,0,0,90.89,22,1010
2004,1,6,4,30,0,0,97.18,21,1010
2004,1,6,5,30,0,0,97.42,21,1010
2004,1,6,6,30,0,0,98.21,21,1010
2004,1,6,7,30,474,0,88.52,23,1010
2004,1,6,8,30,721,1,79.98,25,1010
2004,1,6,9,30,30,2,68.43,27,1010
2004,1,6,10,30,304,3,61.64,28,1010
2004,1,6,11,30,0,3,59.6,28,1010
2004,1,6,12,30,30,3,54.88,29,1010
2004,1,6,13,30,134,3,57.34,28,1010
2004,1,6,14,30,220,3,61.05,27,1010
2004,1,6,15,30,235,3,65.49,26,1010
2004,1,6,16,30,84,3,70.7,25,1010
2004,1,6,17,30,0,3,76.81,24,1010
2004,1,6,18,30,0,3,83.29,23,1010
2004,1,6,19,30,0,3,84.4,23,1010
2004,1,6,20,30,0,1,85.14,23,1010
2004,1,6,21,30,0,3,85.89,23,1010
2004,1,6,22,30,0,1,92.16,22,1010
2004,1,6,23,30,0,1,92.84,22,1010
2004,1,7,0,30,0,1,93.21,22,1010
2004,1,7,1,30,0,3,93.26,22,1010
2004,1,7,2,30,0,1,93.06,22,1010
2004,1,7,3,30,0,1,92.56,22,1010
2004,1,7,4,30,0,1,91.95,22,1010
2004,1,7,5,30,0,3,97.21,21,1010
2004,1,7,6,30,0,1,96.87,21,1020
2004,1,7,7,30,377,1,85.58,23,1020
2004,1,7,8,30,640,0,78.97,24,1020
2004,1,7,9,30,2,3,67.26,26,1020
2004,1,7,10,30,0,3,61.08,27,1020
2004,1,7,11,30,820,1,59.46,27,1010
2004,1,7,12,30,841,2,54.91,28,1010
2004,1,7,13,30,194,3,54.33,28,1010
2004,1,7,14,30,749,0,57.05,27,1010
2004,1,7,15,30,670,0,59.89,26,1010
2004,1,7,16,30,440,0,63.65,25,1010
2004,1,7,17,30,0,0,68.87,24,1010
2004,1,7,18,30,0,0,74.81,23,1010
2004,1,7,19,30,0,0,76.03,23,1010
2004,1,7,20,30,0,0,81.58,22,1020
2004,1,7,21,30,0,0,81.88,22,1020
2004,1,7,22,30,0,0,87.1,21,1020
2004,1,7,23,30,0,0,87.24,21,1010
2004,1,8,0,30,0,0,92.89,20,1010
2004,1,8,1,30,0,0,93.02,20,1010
2004,1,8,2,30,0,0,93.08,20,1010
2004,1,8,3,30,0,0,93.12,20,1010
2004,1,8,4,30,0,0,99.06,19,1010
2004,1,8,5,30,0,0,99.12,19,1010
2004,1,8,6,30,0,1,99.24,19,1020
2004,1,8,7,30,67,3,88.15,21,1020
2004,1,8,8,30,69,3,73.06,24,1020
2004,1,8,9,30,78,3,67.15,25,1020
2004,1,8,10,30,13,2,57.86,27,1020
2004,1,8,11,30,329,2,53.04,28,1010
2004,1,8,12,30,877,2,48.49,29,1010
2004,1,8,13,30,865,0,46.82,29,1010
2004,1,8,14,30,815,0,45.51,29,1010
2004,1,8,15,30,711,0,48.02,28,1010
2004,1,8,16,30,492,0,51.87,27,1010
2004,1,8,17,30,0,0,63.35,25,1010
2004,1,8,18,30,0,0,69.69,24,1010
2004,1,8,19,30,0,0,75.23,23,1010
2004,1,8,20,30,0,0,82.18,22,1010
2004,1,8,21,30,0,0,83.98,22,1010
2004,1,8,22,30,0,0,90.28,21,1010
2004,1,8,23,30,0,1,91.03,21,1010
2004,1,9,0,30,0,0,91.47,21,1010
2004,1,9,1,30,0,0,97.24,20,1010
2004,1,9,2,30,0,0,97.04,20,1010
2004,1,9,3,30,0,0,100,19,1010
2004,1,9,4,30,0,0,100,19,1010
2004,1,9,5,30,0,0,100,19,1010
2004,1,9,6,30,0,0,100,19,1010
2004,1,9,7,30,456,0,90.18,21,1010
2004,1,9,8,30,711,0,74.76,24,1010
2004,1,9,9,30,824,0,64.55,26,1010
2004,1,9,10,30,881,0,55.23,28,1010
2004,1,9,11,30,908,0,49.84,29,1010
2004,1,9,12,30,908,0,48.12,29,1010
2004,1,9,13,30,884,0,47.18,29,1010
2004,1,9,14,30,832,0,49.99,28,1010
2004,1,9,15,30,730,0,53.81,27,1010
2004,1,9,16,30,211,3,59.24,26,1010
2004,1,9,17,30,0,3,70.48,24,1010
2004,1,9,18,30,0,3,79.09,23,1010
2004,1,9,19,30,0,0,87.58,22,1010
2004,1,9,20,30,0,3,95.49,21,1010
2004,1,9,21,30,0,0,96.76,21,1010
2004,1,9,22,30,0,0,97.24,21,1010
2004,1,9,23,30,0,0,100,20,1010
2004,1,10,0,30,0,0,100,20,1010
2004,1,10,1,30,0,0,100,20,1010
2004,1,10,2,30,0,0,100,20,1010
2004,1,10,3,30,0,1,99.38,20,1010
2004,1,10,4,30,0,3,98.29,20,1010
2004,1,10,5,30,0,0,97.35,20,1010
2004,1,10,6,30,0,0,96.92,20,1010
2004,1,10,7,30,455,0,91.07,21,1010
2004,1,10,8,30,668,0,78.55,23,1010
2004,1,10,9,30,744,2,71.08,24,1010
2004,1,10,10,30,46,3,64.78,25,1010
2004,1,10,11,30,56,3,63.19,25,1010
2004,1,10,12,30,0,3,65.71,24,1010
2004,1,10,13,30,73,3,68.4,23,1010
2004,1,10,14,30,0,3,66.87,23,1010
2004,1,10,15,30,573,0,69.2,22,1010
2004,1,10,16,30,279,8,71.67,21,1010
2004,1,10,17,30,0,7,74.9,20,1010
2004,1,10,18,30,0,7,74.17,20,1010
2004,1,10,19,30,0,7,73.67,20,1020
2004,1,10,20,30,0,7,77.98,19,1020
2004,1,10,21,30,0,7,77.33,19,1020
2004,1,10,22,30,0,7,76.3,19,1020
2004,1,10,23,30,0,7,75,19,1020
2004,1,11,0,30,0,1,73.55,19,1020
2004,1,11,1,30,0,7,72.31,19,1020
2004,1,11,2,30,0,8,71.11,19,1020
2004,1,11,3,30,0,7,74.66,18,1020
2004,1,11,4,30,0,7,74.37,18,1020
2004,1,11,5,30,0,7,74.26,18,1020
2004,1,11,6,30,0,0,74.21,18,1020
2004,1,11,7,30,379,8,69.6,19,1020
2004,1,11,8,30,661,7,63.53,20,1020
