Year,Month,Day,Hour,Minute,DNI,Cloud Type,Relative Humidity,Temperature,Pressure
2017,1,1,0,30,0,8,100,10,1000
2017,1,1,1,30,0,4,100,9,1000
2017,1,1,2,30,0,4,96.68,9,1000
2017,1,1,3,30,0,8,97.63,8,1000
2017,1,1,4,30,0,0,93.05,7,1000
2017,1,1,5,30,0,1,93.87,7,1000
2017,1,1,6,30,0,1,88.55,7,1000
2017,1,1,7,30,508,0,78.01,9,1000
2017,1,1,8,30,736,0,63.05,12,1000
2017,1,1,9,30,825,0,52.49,14,1000
2017,1,1,10,30,880,0,46.22,16,1000
2017,1,1,11,30,895,0,44.73,17,1000
2017,1,1,12,30,888,0,43,18,1000
2017,1,1,13,30,854,0,43.78,18,1000
2017,1,1,14,30,780,0,47.27,17,1000
2017,1,1,15,30,625,0,55.57,14,1000
2017,1,1,16,30,208,0,70.04,12,1000
2017,1,1,17,30,0,0,78.3,10,1010
2017,1,1,18,30,0,3,78.08,9,1010
2017,1,1,19,30,0,8,83.39,9,1010
2017,1,1,20,30,0,4,83.37,8,1010
2017,1,1,21,30,0,0,83.72,8,1010
2017,1,1,22,30,0,8,84.42,9,1010
2017,1,1,23,30,0,8,84.83,9,1010
2017,1,2,0,30,0,8,84.55,9,1010
2017,1,2,1,30,0,8,84.37,9,1010
2017,1,2,2,30,0,8,83.95,9,1010
2017,1,2,3,30,0,8,83.78,9,1010
2017,1,2,4,30,0,8,84.02,9,1010
2017,1,2,5,30,0,8,84.62,8,1010
2017,1,2,6,30,0,8,85.51,9,1010
2017,1,2,7,30,168,4,76.58,11,1010
2017,1,2,8,30,258,8,68.36,12,1010
2017,1,2,9,30,367,8,64.8,13,1010
2017,1,2,10,30,212,8,60.25,14,1010
2017,1,2,11,30,33,8,59.93,15,1010
2017,1,2,12,30,228,8,55.69,16,1010
2017,1,2,13,30,115,8,51.39,17,1010
2017,1,2,14,30,0,8,53.93,16,1010
2017,1,2,15,30,0,8,62.14,15,1010
2017,1,2,16,30,0,8,69.3,13,1010
2017,1,2,17,30,0,4,70.88,12,1010
2017,1,2,18,30,0,4,75.36,11,1010
2017,1,2,19,30,0,4,81.04,10,1010
2017,1,2,20,30,0,1,81.5,10,1010
2017,1,2,21,30,0,0,82.06,9,1010
2017,1,2,22,30,0,0,88.01,9,1010
2017,1,2,23,30,0,0,87.76,9,1010
2017,1,3,0,30,0,0,87.59,8,1010
2017,1,3,1,30,0,0,93.98,8,1010
2017,1,3,2,30,0,8,94.56,8,1010
2017,1,3,3,30,0,8,95.14,8,1010
2017,1,3,4,30,0,8,95.41,8,1010
2017,1,3,5,30,0,8,95.58,8,1010
2017,1,3,6,30,0,8,95.82,8,1010
2017,1,3,7,30,146,4,84.75,10,1010
2017,1,3,8,30,223,8,71.09,13,1010
2017,1,3,9,30,379,3,62.59,14,1010
2017,1,3,10,30,260,8,57.99,16,1010
2017,1,3,11,30,20,8,53.24,17,1010
2017,1,3,12,30,7,8,48.86,17,1010
2017,1,3,13,30,0,8,48.14,18,1010
2017,1,3,14,30,97,8,51.14,17,1010
2017,1,3,15,30,68,8,60.48,15,1010
2017,1,3,16,30,0,4,72.44,13,1010
2017,1,3,17,30,0,8,70.17,12,1010
2017,1,3,18,30,0,8,69.41,12,1010
2017,1,3,19,30,0,4,69.27,12,1010
2017,1,3,20,30,0,8,73.54,12,1010
2017,1,3,21,30,0,8,77.38,11,1010
2017,1,3,22,30,0,8,81.93,10,1010
2017,1,3,23,30,0,0,80.87,9,1010
2017,1,4,0,30,0,0,85.78,9,1010
2017,1,4,1,30,0,0,85.3,8,1010
2017,1,4,2,30,0,1,91.08,8,1010
2017,1,4,3,30,0,0,91.07,8,1010
2017,1,4,4,30,0,0,91.09,8,1010
2017,1,4,5,30,0,0,90.67,8,1010
2017,1,4,6,30,0,1,83.89,8,1010
2017,1,4,7,30,484,1,73.94,11,1010
2017,1,4,8,30,734,0,60.5,14,1010
2017,1,4,9,30,844,0,48.96,17,1010
2017,1,4,10,30,897,0,39.78,20,1010
2017,1,4,11,30,912,0,37.1,21,1010
2017,1,4,12,30,906,0,35.36,22,1010
2017,1,4,13,30,598,8,34.27,22,1010
2017,1,4,14,30,787,2,38.1,21,1010
2017,1,4,15,30,634,8,52.75,19,1010
2017,1,4,16,30,244,1,60.89,17,1010
2017,1,4,17,30,0,8,61.91,15,1010
2017,1,4,18,30,0,8,71.38,14,1010
2017,1,4,19,30,0,0,77.02,13,1010
2017,1,4,20,30,0,3,77.22,13,1010
2017,1,4,21,30,0,8,77.34,12,1010
2017,1,4,22,30,0,8,77.2,12,1010
2017,1,4,23,30,0,0,76.87,12,1010
2017,1,5,0,30,0,8,76.78,12,1010
2017,1,5,1,30,0,8,82.4,12,1010
2017,1,5,2,30,0,8,83.13,11,1010
2017,1,5,3,30,0,8,90.07,11,1010
2017,1,5,4,30,0,8,91.35,11,1010
2017,1,5,5,30,0,0,92.81,11,1010
2017,1,5,6,30,0,0,88.24,12,1010
2017,1,5,7,30,489,0,79.78,14,1010
2017,1,5,8,30,731,0,67.97,17,1010
2017,1,5,9,30,834,0,60.05,20,1010
2017,1,5,10,30,880,0,54.56,22,1010
2017,1,5,11,30,901,0,51.6,23,1010
2017,1,5,12,30,894,1,48.54,24,1000
2017,1,5,13,30,859,0,51.22,23,1000
2017,1,5,14,30,787,0,53.92,22,1000
2017,1,5,15,30,641,0,65.52,19,1000
2017,1,5,16,30,261,0,75.75,17,1000
2017,1,5,17,30,0,0,81.55,16,1000
2017,1,5,18,30,0,0,82.54,15,1000
2017,1,5,19,30,0,0,88.4,15,1010
2017,1,5,20,30,0,0,88.23,14,1010
2017,1,5,21,30,0,0,93.48,14,1010
2017,1,5,22,30,0,8,92,14,1010
2017,1,5,23,30,0,8,95.95,13,1010
2017,1,6,0,30,0,0,99.59,12,1010
2017,1,6,1,30,0,0,96.67,11,1010
2017,1,6,2,30,0,0,100,11,1010
2017,1,6,3,30,0,0,97.54,10,1010
2017,1,6,4,30,0,0,99.97,10,1010
2017,1,6,5,30,0,0,99.48,9,1010
2017,1,6,6,30,0,0,87.67,9,1010
2017,1,6,7,30,463,0,64.37,11,1010
2017,1,6,8,30,728,0,40.97,12,1010
2017,1,6,9,30,835,0,23.53,13,1010
2017,1,6,10,30,873,0,18.12,15,1010
2017,1,6,11,30,883,0,15.85,16,1010
2017,1,6,12,30,872,0,14.46,17,1010
2017,1,6,13,30,848,0,14.38,16,1010
2017,1,6,14,30,764,0,15.51,15,1010
2017,1,6,15,30,592,0,21.5,13,1010
2017,1,6,16,30,163,0,40.37,10,1010
2017,1,6,17,30,0,0,44.62,8,1010
2017,1,6,18,30,0,0,43.92,7,1010
2017,1,6,19,30,0,0,46.41,7,1010
2017,1,6,20,30,0,0,45.92,7,1010
2017,1,6,21,30,0,0,46.04,6,1010
2017,1,6,22,30,0,0,46.51,6,1010
