Year,Month,Day,Hour,Minute,DNI,Relative Humidity,Temperature,Pressure
2016,1,1,0,30,0,39.59,4,1010
2016,1,1,1,30,0,40.09,3,1010
2016,1,1,2,30,0,43.45,3,1010
2016,1,1,3,30,0,43.99,3,1010
2016,1,1,4,30,0,44.96,2,1010
2016,1,1,5,30,0,49.5,2,1010
2016,1,1,6,30,0,47.09,3,1010
2016,1,1,7,30,483,40.61,6,1020
2016,1,1,8,30,739,32.4,9,1020
2016,1,1,9,30,843,27.55,11,1020
2016,1,1,10,30,879,22.47,13,1020
2016,1,1,11,30,897,20.71,14,1010
2016,1,1,12,30,891,19.03,15,1010
2016,1,1,13,30,893,18.65,16,1010
2016,1,1,14,30,400,19.47,15,1010
2016,1,1,15,30,649,26.49,12,1010
2016,1,1,16,30,204,35.63,9,1010
2016,1,1,17,30,0,32.4,9,1010
2016,1,1,18,30,0,33.9,8,1010
2016,1,1,19,30,0,33.67,7,1010
2016,1,1,20,30,0,35.56,7,1010
2016,1,1,21,30,0,35.08,6,1010
2016,1,1,22,30,0,37.32,6,1010
2016,1,1,23,30,0,37.37,6,1010
2016,1,2,0,30,0,37.75,6,1010
2016,1,2,1,30,0,37.86,6,1010
2016,1,2,2,30,0,37.96,5,1010
2016,1,2,3,30,0,40.88,5,1010
2016,1,2,4,30,0,41.51,4,1010
2016,1,2,5,30,0,46.24,4,1010
2016,1,2,6,30,0,44.52,5,1010
2016,1,2,7,30,468,39.52,8,1010
2016,1,2,8,30,719,33.86,11,1020
2016,1,2,9,30,406,31.1,14,1010
2016,1,2,10,30,550,29.33,15,1010
2016,1,2,11,30,400,28.3,17,1010
2016,1,2,12,30,560,27.02,18,1010
2016,1,2,13,30,851,27.2,18,1010
2016,1,2,14,30,772,29.22,17,1010
2016,1,2,15,30,608,37.34,15,1010
2016,1,2,16,30,0,39.05,13,1010
2016,1,2,17,30,0,43.8,12,1010
2016,1,2,18,30,0,47.56,11,1010
2016,1,2,19,30,0,47.26,10,1010
2016,1,2,20,30,0,49.93,10,1010
2016,1,2,21,30,0,49.65,9,1010
2016,1,2,22,30,0,53.16,9,1010
2016,1,2,23,30,0,53.29,9,1010
2016,1,3,0,30,0,53.44,8,1010
2016,1,3,1,30,0,57.12,8,1010
2016,1,3,2,30,0,56.68,7,1010
2016,1,3,3,30,0,59.99,7,1010
2016,1,3,4,30,0,59.08,7,1010
2016,1,3,5,30,0,58.09,7,1010
2016,1,3,6,30,0,53.39,7,1010
2016,1,3,7,30,441,46.94,10,1010
2016,1,3,8,30,218,39.98,13,1010
2016,1,3,9,30,463,33.44,16,1010
2016,1,3,10,30,679,29.28,18,1010
