Year,Month,Day,Hour,Minute,DNI,Cloud Type,Relative Humidity,Temperature,Pressure
2006,1,1,0,30,0,3,94.48,23,1010
2006,1,1,1,30,0,0,95.58,23,1010
2006,1,1,2,30,0,1,100,22,1010
2006,1,1,3,30,0,1,100,22,1010
2006,1,1,4,30,0,3,100,22,1010
2006,1,1,5,30,0,3,100,22,1010
2006,1,1,6,30,0,3,100,22,1010
2006,1,1,7,30,396,0,95.86,23,1010
2006,1,1,8,30,652,0,85.05,25,1010
2006,1,1,9,30,770,0,75.49,27,1010
2006,1,1,10,30,831,0,70.04,28,1010
2006,1,1,11,30,859,0,60.27,30,1010
2006,1,1,12,30,866,0,54.82,31,1000
2006,1,1,13,30,839,1,52.89,31,1000
2006,1,1,14,30,776,0,48.6,32,1000
2006,1,1,15,30,654,1,51.07,31,1000
2006,1,1,16,30,180,3,55.19,30,1000
2006,1,1,17,30,0,1,64.6,28,1010
2006,1,1,18,30,0,0,69.94,27,1010
2006,1,1,19,30,0,0,75.28,26,1010
2006,1,1,20,30,0,0,80.91,25,1010
2006,1,1,21,30,0,0,81.8,25,1010
2006,1,1,22,30,0,0,87.64,24,1010
2006,1,1,23,30,0,0,88.28,24,1010
2006,1,2,0,30,0,0,88.72,24,1010
2006,1,2,1,30,0,0,94.31,23,1010
2006,1,2,2,30,0,0,93.95,23,1010
2006,1,2,3,30,0,0,93.47,23,1010
2006,1,2,4,30,0,0,98.7,22,1010
2006,1,2,5,30,0,0,98.24,22,1010
2006,1,2,6,30,0,0,97.88,22,1010
2006,1,2,7,30,409,0,92.03,23,1010
2006,1,2,8,30,662,0,81.39,25,1010
2006,1,2,9,30,790,0,71.83,27,1010
2006,1,2,10,30,856,1,62.17,29,1010
2006,1,2,11,30,885,0,56.05,30,1010
2006,1,2,12,30,881,0,50.26,31,1010
2006,1,2,13,30,234,2,45.25,32,1010
2006,1,2,14,30,799,0,46.68,32,1010
2006,1,2,15,30,687,0,50,31,1010
2006,1,2,16,30,449,0,56.84,29,1010
2006,1,2,17,30,0,0,73.06,27,1010
2006,1,2,18,30,0,0,80.21,26,1010
2006,1,2,19,30,0,0,86.41,25,1010
2006,1,2,20,30,0,0,87.37,25,1010
2006,1,2,21,30,0,0,92.71,24,1010
2006,1,2,22,30,0,0,91.58,24,1010
2006,1,2,23,30,0,0,96.35,23,1010
2006,1,3,0,30,0,0,95.66,23,1010
2006,1,3,1,30,0,0,94.81,23,1010
2006,1,3,2,30,0,0,99.49,22,1010
2006,1,3,3,30,0,1,98.46,22,1010
2006,1,3,4,30,0,0,97.84,22,1010
2006,1,3,5,30,0,0,97.52,22,1010
2006,1,3,6,30,0,1,97.39,22,1010
2006,1,3,7,30,438,3,91.74,23,1010
2006,1,3,8,30,686,0,76.29,26,1010
2006,1,3,9,30,800,0,65.76,28,1010
2006,1,3,10,30,857,0,59.48,29,1010
2006,1,3,11,30,214,2,53.36,30,1010
2006,1,3,12,30,893,0,48.09,31,1010
2006,1,3,13,30,872,0,44.26,32,1010
2006,1,3,14,30,819,0,46.13,31,1010
2006,1,3,15,30,695,0,48.73,30,1010
2006,1,3,16,30,470,0,53.39,29,1010
2006,1,3,17,30,0,0,65.9,27,1010
2006,1,3,18,30,0,3,77.91,25,1010
2006,1,3,19,30,0,0,85.18,24,1010
2006,1,3,20,30,0,0,87.91,24,1010
2006,1,3,21,30,0,0,95.22,23,1010
2006,1,3,22,30,0,0,96.28,23,1010
2006,1,3,23,30,0,0,100,22,1010
2006,1,4,0,30,0,0,100,22,1010
2006,1,4,1,30,0,0,100,22,1010
2006,1,4,2,30,0,1,100,21,1010
2006,1,4,3,30,0,3,100,21,1010
2006,1,4,4,30,0,0,100,21,1010
2006,1,4,5,30,0,0,100,21,1010
2006,1,4,6,30,0,0,100,21,1010
2006,1,4,7,30,432,0,95.96,22,1010
2006,1,4,8,30,349,3,83.63,24,1010
2006,1,4,9,30,826,1,70.84,26,1010
2006,1,4,10,30,214,2,63.67,27,1010
2006,1,4,11,30,908,1,57.23,28,1010
2006,1,4,12,30,844,2,51.22,29,1010
2006,1,4,13,30,828,1,46.13,30,1010
2006,1,4,14,30,334,3,47.63,29,1010
2006,1,4,15,30,277,3,50.52,28,1010
2006,1,4,16,30,454,0,55.79,27,1010
2006,1,4,17,30,0,1,67.68,25,1010
2006,1,4,18,30,0,0,74.82,24,1010
2006,1,4,19,30,0,0,82.52,23,1010
2006,1,4,20,30,0,0,90.42,22,1010
2006,1,4,21,30,0,0,92.51,22,1010
2006,1,4,22,30,0,0,99.9,21,1010
2006,1,4,23,30,0,0,100,21,1010
2006,1,5,0,30,0,0,100,20,1010
2006,1,5,1,30,0,0,100,20,1010
2006,1,5,2,30,0,0,100,20,1010
2006,1,5,3,30,0,0,100,20,1010
2006,1,5,4,30,0,0,100,20,1010
2006,1,5,5,30,0,0,100,20,1010
2006,1,5,6,30,0,0,100,20,1010
2006,1,5,7,30,455,0,93.97,22,1010
2006,1,5,8,30,695,0,80.53,24,1010
2006,1,5,9,30,270,2,66.32,26,1010
2006,1,5,10,30,413,3,60.39,27,1010
2006,1,5,11,30,260,2,55.81,28,1010
2006,1,5,12,30,894,0,54.64,28,1010
2006,1,5,13,30,865,0,57.05,27,1010
2006,1,5,14,30,804,0,60.2,26,1010
2006,1,5,15,30,687,0,64.08,25,1010
2006,1,5,16,30,475,0,68.61,24,1010
2006,1,5,17,30,0,0,77.91,22,1010
2006,1,5,18,30,0,0,78.62,22,1010
2006,1,5,19,30,0,0,84.36,21,1010
2006,1,5,20,30,0,0,85.21,21,1010
2006,1,5,21,30,0,0,90.93,20,1010
2006,1,5,22,30,0,0,91.03,20,1010
2006,1,5,23,30,0,0,91.26,20,1010
2006,1,6,0,30,0,1,85.89,21,1010
2006,1,6,1,30,0,0,84.59,21,1010
2006,1,6,2,30,0,3,80.71,21,1010
2006,1,6,3,30,0,3,73.54,21,1010
2006,1,6,4,30,0,0,67.71,21,1010
2006,1,6,5,30,0,0,68.07,20,1010
2006,1,6,6,30,0,7,65.41,20,1010
2006,1,6,7,30,253,7,59.53,21,1010
2006,1,6,8,30,576,7,57.3,21,1020
2006,1,6,9,30,770,1,52.36,22,1020
2006,1,6,10,30,79,4,51.21,22,1020
2006,1,6,11,30,18,8,47.71,23,1010
2006,1,6,12,30,62,7,50.17,22,1010
2006,1,6,13,30,228,8,49.56,22,1010
2006,1,6,14,30,272,3,49.23,22,1010
2006,1,6,15,30,0,3,52.63,21,1010
2006,1,6,16,30,0,4,56.57,20,1010
2006,1,6,17,30,0,4,58.03,20,1010
2006,1,6,18,30,0,4,59.42,20,1020
2006,1,6,19,30,0,4,64.16,19,1020
2006,1,6,20,30,0,1,64.61,19,1020
2006,1,6,21,30,0,3,64.07,19,1020
2006,1,6,22,30,0,4,62.86,19,1020
2006,1,6,23,30,0,3,65.93,18,1020
2006,1,7,0,30,0,3,65.35,18,1010
2006,1,7,1,30,0,4,65.03,18,1010
2006,1,7,2,30,0,3,64.82,18,1010
2006,1,7,3,30,0,4,64.88,18,1010
2006,1,7,4,30,0,3,64.77,18,1020
2006,1,7,5,30,0,1,64.27,18,1020
2006,1,7,6,30,0,3,64.06,18,1020
