Year,Month,Day,Hour,Minute,GHI,Wind Speed,Relative Humidity,Temperature,Pressure
2019,1,30,20,0,0,1.3,45.91,13.6,1012
2019,1,30,20,30,0,1.3,46.82,13.3,1012
2019,1,30,21,0,0,1.4,47.61,13,1012
2019,1,30,21,30,0,1.4,48.24,12.8,1012
2019,1,30,22,0,0,1.4,48.19,12.7,1011
2019,1,30,22,30,0,1.4,48.51,12.6,1011
2019,1,30,23,0,0,1.4,48.57,12.5,1011
2019,1,30,23,30,0,1.4,48.89,12.4,1011
2019,1,31,0,0,0,1.4,48.86,12.4,1012
2019,1,31,0,30,0,1.4,48.22,12.6,1012
2019,1,31,1,0,0,1.4,48.3,12.7,1011
2019,1,31,1,30,0,1.4,47.99,12.8,1011
2019,1,31,2,0,0,1.4,47.83,12.9,1011
2019,1,31,2,30,0,1.4,47.88,12.9,1012
2019,1,31,3,0,0,1.4,47.86,12.9,1012
2019,1,31,3,30,0,1.4,47.86,12.9,1012
2019,1,31,4,0,0,1.4,48.15,12.9,1012
2019,1,31,4,30,0,1.4,48.78,12.7,1012
2019,1,31,5,0,0,1.4,49.41,12.6,1012
2019,1,31,5,30,0,1.3,49.41,12.6,1012
2019,1,31,6,0,0,1.3,50.01,12.6,1013
2019,1,31,6,30,2,1.1,46.85,13.6,1013
2019,1,31,7,0,29,0.9,49.9,14.6,1013
2019,1,31,7,30,89,0.8,45.34,16.1,1013
2019,1,31,8,0,168,0.7,41.12,17.6,1013
2019,1,31,8,30,254,1.2,38.14,18.8,1013
2019,1,31,9,0,333,1.7,33,19.9,1013
2019,1,31,9,30,381,2,31.22,20.8,1013
2019,1,31,10,0,270,2.3,28.38,21.8,1013
2019,1,31,10,30,501,2.4,26.84,22.7,1012
2019,1,31,11,0,624,2.5,25.09,23.6,1012
2019,1,31,11,30,679,2.5,24.03,24.3,1011
2019,1,31,12,0,685,2.6,22.96,25,1011
2019,1,31,12,30,669,2.6,22.56,25.3,1011
2019,1,31,13,0,637,2.6,22.67,25.5,1010
2019,1,31,13,30,592,2.6,22.94,25.3,1010
2019,1,31,14,0,532,2.6,24.33,25,1009
2019,1,31,14,30,458,2.4,25.37,24.3,1009
2019,1,31,15,0,373,2.1,29.16,23.6,1009
2019,1,31,15,30,282,2.1,29.16,23.6,1009
2019,1,31,16,0,187,1.4,42.69,20.1,1009
2019,1,31,16,30,94,1.3,46.03,18.9,1010
2019,1,31,17,0,16,1.2,48.27,17.7,1010
2019,1,31,17,30,0,0.9,50.44,17,1010
2019,1,31,18,0,0,0.7,55.94,16.3,1011
2019,1,31,18,30,0,0.7,58.86,15.5,1011
2019,1,31,19,0,0,0.8,63.99,14.8,1012
2019,1,31,19,30,0,0.9,65.24,14.5,1012
2019,1,31,20,0,0,1,68.45,14.1,1012
2019,1,31,20,30,0,1.1,69.79,13.8,1012
2019,1,31,21,0,0,1.2,72.91,13.5,1012
2019,1,31,21,30,0,1.3,74.34,13.2,1012
2019,1,31,22,0,0,1.3,76.98,12.9,1012
2019,1,31,22,30,0,1.4,77.99,12.7,1012
2019,1,31,23,0,0,1.4,81.07,12.5,1013
2019,1,31,23,30,0,1.4,82.68,12.2,1013
2019,2,1,0,0,0,1.5,85.64,11.9,1013
2019,2,1,0,30,0,1.5,86.2,11.8,1013
2019,2,1,1,0,0,1.5,87.86,11.6,1013
2019,2,1,1,30,0,1.5,89.02,11.4,1013
2019,2,1,2,0,0,1.5,89.68,11.2,1013
2019,2,1,2,30,0,1.4,90.88,11,1013
2019,2,1,3,0,0,1.4,91.02,10.8,1013
2019,2,1,3,30,0,1.3,92.24,10.6,1013
2019,2,1,4,0,0,1.3,92.1,10.4,1013
2019,2,1,4,30,0,1.3,92.72,10.3,1013
2019,2,1,5,0,0,1.3,91.56,10.2,1014
2019,2,1,5,30,0,1.2,90.95,10.3,1014
2019,2,1,6,0,0,1.2,89.23,10.3,1014
2019,2,1,6,30,2,1.5,80.8,11.8,1014
2019,2,1,7,0,39,1.8,77.45,13.4,1015
2019,2,1,7,30,116,1.9,71.2,14.7,1015
2019,2,1,8,0,228,2,65.07,16.1,1015
2019,2,1,8,30,324,1.4,60.31,17.3,1015
2019,2,1,9,0,404,0.8,53.4,18.6,1016
2019,2,1,9,30,493,1.1,50.44,19.5,1015
2019,2,1,10,0,561,1.4,46.27,20.5,1015
2019,2,1,10,30,560,1.7,44.33,21.2,1015
2019,2,1,11,0,520,2,42.22,21.8,1014
2019,2,1,11,30,556,2.2,40.95,22.3,1014
2019,2,1,12,0,635,2.4,39.14,22.7,1013
2019,2,1,12,30,545,2.4,38.9,22.8,1013
2019,2,1,13,0,563,2.4,37.57,22.9,1012
2019,2,1,13,30,481,2.3,38.03,22.7,1012
2019,2,1,14,0,434,2.3,37.6,22.5,1012
2019,2,1,14,30,397,1.9,39.71,21.6,1012
2019,2,1,15,0,348,1.5,45.83,20.8,1012
2019,2,1,15,30,273,1.5,45.83,20.8,1012
2019,2,1,16,0,139,0.9,56.44,18.4,1012
2019,2,1,16,30,60,0.9,58.97,17.7,1012
2019,2,1,17,0,14,0.9,58.98,17.1,1012
2019,2,1,17,30,0,0.9,60.49,16.7,1012
2019,2,1,18,0,0,0.9,61.97,16.3,1013
2019,2,1,18,30,0,0.9,63.17,16,1013
2019,2,1,19,0,0,0.8,63.5,15.7,1013
2019,2,1,19,30,0,0.8,65.98,15.1,1013
2019,2,1,20,0,0,0.8,67.54,14.6,1013
2019,2,1,20,30,0,0.8,70.21,14,1013
2019,2,1,21,0,0,0.9,71.65,13.5,1013
2019,2,1,21,30,0,0.9,72.59,13.3,1013
2019,2,1,22,0,0,0.9,72.24,13.1,1013
2019,2,1,22,30,0,0.9,72.24,13.1,1013
2019,2,1,23,0,0,0.9,70.74,13.1,1012
2019,2,1,23,30,0,0.9,70.28,13.2,1012
2019,2,2,0,0,0,0.9,68.17,13.4,1012
2019,2,2,0,30,0,0.9,68.17,13.4,1012
2019,2,2,1,0,0,0.9,67.68,13.4,1012
2019,2,2,1,30,0,0.8,68.12,13.3,1012
2019,2,2,2,0,0,0.7,69.68,13.2,1012
2019,2,2,2,30,0,0.7,70.13,13.1,1012
2019,2,2,3,0,0,0.7,73.47,12.9,1012
2019,2,2,3,30,0,0.7,73.47,12.9,1012
2019,2,2,4,0,0,0.7,77.26,12.8,1012
2019,2,2,4,30,0,0.7,77.26,12.8,1012
2019,2,2,5,0,0,0.7,80.94,12.8,1012
2019,2,2,5,30,0,0.7,80.94,12.8,1012
2019,2,2,6,0,0,0.7,84.55,12.8,1012
2019,2,2,6,30,2,1.2,78.72,13.9,1012
2019,2,2,7,0,25,1.7,78.9,15,1012
2019,2,2,7,30,72,1.9,73.55,16.1,1012
2019,2,2,8,0,128,2.2,70.36,17.3,1012
2019,2,2,8,30,160,2.4,63.65,18.9,1012
2019,2,2,9,0,193,2.6,54.35,20.5,1012
2019,2,2,9,30,284,2.9,49.89,21.9,1012
2019,2,2,10,0,378,3.2,42.04,23.2,1012
2019,2,2,10,30,499,3.4,40.03,24,1011
2019,2,2,11,0,496,3.5,34.99,24.9,1010
2019,2,2,11,30,500,3.7,33.93,25.4,1009
2019,2,2,12,0,483,3.9,30.9,25.9,1009
2019,2,2,12,30,248,4.1,30.33,26.2,1008
2019,2,2,13,0,376,4.4,28.87,26.4,1007
2019,2,2,13,30,355,4.5,29.21,26.2,1007
2019,2,2,14,0,503,4.7,29.6,25.9,1007
2019,2,2,14,30,368,4.6,31.04,25.1,1007
2019,2,2,15,0,228,4.5,33.78,24.2,1007
2019,2,2,15,30,94,4.5,33.78,24.2,1007
2019,2,2,16,0,103,3.3,44.14,21.1,1007
2019,2,2,16,30,59,3,47.81,19.8,1007
2019,2,2,17,0,13,2.8,56.07,18.4,1007
2019,2,2,17,30,0,2.7,57.85,17.9,1007
2019,2,2,18,0,0,2.6,64.35,17.3,1007
2019,2,2,18,30,0,2.2,65.16,17.1,1007
2019,2,2,19,0,0,1.9,70.19,16.9,1007
2019,2,2,19,30,0,1.5,70.7,16.8,1008
2019,2,2,20,0,0,1.1,73.52,16.6,1008
2019,2,2,20,30,0,0.9,75.41,16.2,1008
2019,2,2,21,0,0,0.8,78.85,15.8,1008
2019,2,2,21,30,0,0.9,80.45,15.5,1009
2019,2,2,22,0,0,1.1,80.74,15.2,1009
2019,2,2,22,30,0,1.1,83.91,14.6,1009
2019,2,2,23,0,0,1.1,81.54,14,1009
2019,2,2,23,30,0,1,85.88,13.2,1009
2019,2,3,0,0,0,0.9,83.29,12.5,1009
2019,2,3,0,30,0,0.9,86.06,12,1009
2019,2,3,1,0,0,0.9,82.85,11.6,1009
2019,2,3,1,30,0,0.9,84.51,11.3,1009
2019,2,3,2,0,0,0.9,82.74,10.9,1009
2019,2,3,2,30,0,0.9,84.97,10.5,1009
2019,2,3,3,0,0,1,84.94,10.1,1009
2019,2,3,3,30,0,1,87.33,9.7,1010
2019,2,3,4,0,0,1.1,86.6,9.3,1010
2019,2,3,4,30,0,1.1,89.04,8.9,1011
2019,2,3,5,0,0,1.1,86.54,8.6,1011
2019,2,3,5,30,0,1.1,87.72,8.4,1011
2019,2,3,6,0,0,1.1,85.31,8.3,1012
2019,2,3,6,30,2,1.4,78.16,9.6,1012
2019,2,3,7,0,39,1.8,73.22,11,1012
2019,2,3,7,30,119,2.3,66.4,12.5,1013
2019,2,3,8,0,241,2.8,59.55,13.9,1013
2019,2,3,8,30,349,2.7,54.08,15.4,1013
2019,2,3,9,0,442,2.6,44.12,17,1013
2019,2,3,9,30,524,2.4,41.13,18.1,1012
2019,2,3,10,0,594,2.2,34.12,19.3,1012
2019,2,3,10,30,650,2.1,32.65,20,1011
2019,2,3,11,0,690,2,29.1,20.8,1011
2019,2,3,11,30,712,1.9,28.2,21.3,1010
2019,2,3,12,0,718,1.8,26.57,21.7,1010
2019,2,3,12,30,706,1.7,26.23,21.9,1009
2019,2,3,13,0,677,1.6,25.25,22.2,1009
2019,2,3,13,30,633,1.6,25.41,22.1,1009
2019,2,3,14,0,573,1.5,25.23,22,1008
2019,2,3,14,30,498,1.5,26.01,21.5,1008
2019,2,3,15,0,412,1.5,27.11,21.1,1008
2019,2,3,15,30,317,1.5,27.11,21.1,1008
2019,2,3,16,0,217,0.9,41.26,18,1009
2019,2,3,16,30,117,1,45.64,16.4,1009
2019,2,3,17,0,32,1.1,47.48,14.9,1009
2019,2,3,17,30,0,1.2,50.04,14.1,1010
2019,2,3,18,0,0,1.3,53.62,13.3,1010
2019,2,3,18,30,0,1.4,55.81,12.7,1011
2019,2,3,19,0,0,1.4,58.25,12.2,1011
2019,2,3,19,30,0,1.4,60.19,11.7,1011
2019,2,3,20,0,0,1.3,62.65,11.3,1011
2019,2,3,20,30,0,1.3,64.33,10.9,1011
2019,2,3,21,0,0,1.2,66.87,10.5,1011
2019,2,3,21,30,0,1.2,67.76,10.3,1011
2019,2,3,22,0,0,1.2,68.93,10.2,1011
2019,2,3,22,30,0,1.2,69.39,10.1,1011
2019,2,3,23,0,0,1.2,70.97,9.9,1011
2019,2,3,23,30,0,1.2,72.89,9.5,1011
2019,2,4,0,0,0,1.2,74.97,9.2,1011
2019,2,4,0,30,0,1.3,75.99,9,1011
2019,2,4,1,0,0,1.3,77.87,8.7,1010
2019,2,4,1,30,0,1.3,78.93,8.5,1010
2019,2,4,2,0,0,1.3,79.72,8.4,1010
2019,2,4,2,30,0,1.3,80.26,8.3,1010
2019,2,4,3,0,0,1.2,81.2,8.2,1009
2019,2,4,3,30,0,1.2,81.2,8.2,1009
2019,2,4,4,0,0,1.2,82.71,8.1,1009
2019,2,4,4,30,0,1.2,82.16,8.2,1009
2019,2,4,5,0,0,1.2,83.53,8.2,1010
2019,2,4,5,30,0,1.2,82.41,8.4,1010
2019,2,4,6,0,0,1.1,82.6,8.6,1010
2019,2,4,6,30,2,1.2,75.2,10,1010
2019,2,4,7,0,37,1.2,69.99,11.4,1010
2019,2,4,7,30,122,1.8,63.01,13,1010
2019,2,4,8,0,238,2.5,57.29,14.7,1011
2019,2,4,8,30,346,2.7,52.71,16,1011
2019,2,4,9,0,438,3,47.86,17.3,1011
2019,2,4,9,30,518,3,44.95,18.3,1011
2019,2,4,10,0,571,3.1,41.35,19.2,1010
2019,2,4,10,30,615,3.2,39.6,19.9,1010
2019,2,4,11,0,679,3.3,37.18,20.6,1010
2019,2,4,11,30,638,3.5,36.47,20.9,1009
2019,2,4,12,0,446,3.6,35.34,21.3,1009
2019,2,4,12,30,628,3.8,35.3,21.3,1008
2019,2,4,13,0,533,3.9,35.19,21.4,1008
2019,2,4,13,30,340,4,35.62,21.2,1008
2019,2,4,14,0,317,4,36.41,21,1008
2019,2,4,14,30,256,3.9,37.78,20.4,1008
2019,2,4,15,0,197,3.9,40.01,19.8,1008
2019,2,4,15,30,178,3.9,40.01,19.8,1008
2019,2,4,16,0,118,2.1,50.71,17.1,1008
2019,2,4,16,30,70,1.7,55.78,15.6,1008
2019,2,4,17,0,28,1.3,62.43,14,1008
2019,2,4,17,30,0,1.3,64.13,13.6,1009
2019,2,4,18,0,0,1.4,68.65,13.1,1009
2019,2,4,18,30,0,1.4,70.08,12.8,1010
2019,2,4,19,0,0,1.4,73.79,12.4,1010
2019,2,4,19,30,0,1.4,74.76,12.2,1010
2019,2,4,20,0,0,1.4,76.82,12,1010
2019,2,4,20,30,0,1.4,77.84,11.8,1010
2019,2,4,21,0,0,1.5,79.71,11.6,1010
2019,2,4,21,30,0,1.5,80.16,11.5,1009
2019,2,4,22,0,0,1.5,81.52,11.4,1009
2019,2,4,22,30,0,1.5,82.06,11.3,1009
2019,2,4,23,0,0,1.4,82.76,11.3,1009
2019,2,4,23,30,0,1.4,82.68,11.3,1008
2019,2,5,0,0,0,1.4,82.79,11.3,1008
2019,2,5,0,30,0,1.4,83.34,11.2,1008
2019,2,5,1,0,0,1.4,83.4,11.1,1008
2019,2,5,1,30,0,1.3,84.51,10.9,1008
2019,2,5,2,0,0,1.3,83.24,10.8,1008
2019,2,5,2,30,0,1.3,84.91,10.5,1008
2019,2,5,3,0,0,1.3,83.91,10.1,1008
2019,2,5,3,30,0,1.3,85.12,9.9,1009
2019,2,5,4,0,0,1.3,83.01,9.7,1009
2019,2,5,4,30,0,1.3,83.01,9.7,1009
2019,2,5,5,0,0,1.3,80.23,9.7,1010
2019,2,5,5,30,0,1.3,79.7,9.8,1010
2019,2,5,6,0,0,1.2,77.75,9.9,1010
2019,2,5,6,30,3,1.2,72.33,11,1011
2019,2,5,7,0,50,1.2,72.92,12.1,1011
2019,2,5,7,30,140,1.8,68.31,13.1,1011
2019,2,5,8,0,254,2.4,62.1,14.2,1011
2019,2,5,8,30,353,2.7,58.61,15.1,1011
2019,2,5,9,0,445,3,50.99,16.1,1011
2019,2,5,9,30,527,3.1,48.17,17,1011
2019,2,5,10,0,596,3.2,43.47,17.9,1011
2019,2,5,10,30,627,3.3,41.57,18.6,1010
2019,2,5,11,0,677,3.3,38.87,19.3,1010
2019,2,5,11,30,509,3.5,37.65,19.8,1009
2019,2,5,12,0,410,3.7,36.05,20.2,1009
2019,2,5,12,30,192,4,35.58,20.4,1008
2019,2,5,13,0,317,4.4,34.67,20.5,1008
2019,2,5,13,30,489,4.8,35.31,20.2,1008
2019,2,5,14,0,551,5.2,35.23,19.9,1007
2019,2,5,14,30,464,5.3,37.28,19,1008
2019,2,5,15,0,399,5.5,39.03,18.1,1008
2019,2,5,15,30,319,5.5,39.03,18.1,1008
2019,2,5,16,0,221,4.6,47.13,15.5,1009
2019,2,5,16,30,125,3.5,51.9,14,1009
2019,2,5,17,0,38,2.5,60.34,12.4,1009
2019,2,5,17,30,0,2.2,62.82,11.8,1010
2019,2,5,18,0,0,1.9,68.83,11.1,1010
2019,2,5,18,30,0,1.8,70.68,10.7,1010
2019,2,5,19,0,0,1.8,74.13,10.3,1011
2019,2,5,19,30,0,1.8,75.13,10.1,1011
2019,2,5,20,0,0,1.8,75.44,9.8,1011
2019,2,5,20,30,0,1.8,76.97,9.5,1011
2019,2,5,21,0,0,1.8,76.07,9.1,1011
2019,2,5,21,30,0,1.8,77.69,8.8,1012
2019,2,5,22,0,0,1.7,76.39,8.4,1012
2019,2,5,22,30,0,1.8,77.43,8.2,1012
2019,2,5,23,0,0,1.8,76.91,7.9,1012
2019,2,5,23,30,0,1.8,77.96,7.7,1012
2019,2,6,0,0,0,1.9,77.94,7.6,1012
2019,2,6,0,30,0,2,77.94,7.6,1012
2019,2,6,1,0,0,2.1,78.6,7.6,1012
2019,2,6,1,30,0,2.2,79.14,7.5,1012
2019,2,6,2,0,0,2.3,78.78,7.5,1012
2019,2,6,2,30,0,2.2,79.94,7.3,1013
2019,2,6,3,0,0,2.1,79.19,7,1013
2019,2,6,3,30,0,2,80.84,6.7,1013
2019,2,6,4,0,0,1.9,79.7,6.3,1013
2019,2,6,4,30,0,1.9,81.45,6,1014
2019,2,6,5,0,0,1.8,80.11,5.6,1014
2019,2,6,5,30,0,1.8,80.11,5.6,1014
2019,2,6,6,0,0,1.8,78.53,5.5,1015
2019,2,6,6,30,3,2.3,70.35,7.1,1015
2019,2,6,7,0,50,2.9,64.46,8.7,1015
2019,2,6,7,30,140,3.6,59.13,10,1016
2019,2,6,8,0,264,4.2,49.62,11.3,1016
2019,2,6,8,30,364,4.5,46.2,12.4,1017
2019,2,6,9,0,459,4.8,35.41,13.5,1017
2019,2,6,9,30,543,4.8,33.63,14.3,1017
2019,2,6,10,0,615,4.8,27.49,15.2,1017
2019,2,6,10,30,672,4.9,26.6,15.7,1016
2019,2,6,11,0,713,5,23.59,16.3,1016
2019,2,6,11,30,737,5.1,23.15,16.6,1016
2019,2,6,12,0,743,5.3,21.9,16.9,1016
2019,2,6,12,30,732,5.3,21.88,16.9,1015
2019,2,6,13,0,702,5.4,21.49,17,1015
2019,2,6,13,30,657,5.3,21.63,16.9,1015
2019,2,6,14,0,596,5.2,21.84,16.7,1015
2019,2,6,14,30,521,4.9,22.42,16.3,1016
2019,2,6,15,0,433,4.7,23.23,15.8,1016
2019,2,6,15,30,336,4.7,23.23,15.8,1016
2019,2,6,16,0,233,2.9,29.94,13.3,1017
2019,2,6,16,30,130,2.4,33.9,11.4,1017
2019,2,6,17,0,40,1.8,41.8,9.6,1018
2019,2,6,17,30,0,1.9,43.56,9,1019
2019,2,6,18,0,0,2,45.75,8.5,1019
2019,2,6,18,30,0,2.1,47.05,8.1,1020
2019,2,6,19,0,0,2.2,49.76,7.7,1020
2019,2,6,19,30,0,2.2,51.18,7.3,1021
2019,2,6,20,0,0,2.3,53.69,7,1021
2019,2,6,20,30,0,2.2,54.81,6.7,1021
2019,2,6,21,0,0,2.1,57.32,6.3,1022
2019,2,6,21,30,0,2,58.51,6,1022
2019,2,6,22,0,0,1.9,60.33,5.7,1022
2019,2,6,22,30,0,1.7,61.17,5.5,1022
2019,2,6,23,0,0,1.6,61.8,5.3,1022
2019,2,6,23,30,0,1.4,62.29,5.2,1023
2019,2,7,0,0,0,1.3,62.13,5.1,1023
2019,2,7,0,30,0,1.3,61.27,5.3,1023
2019,2,7,1,0,0,1.2,59.92,5.5,1023
2019,2,7,1,30,0,1.2,59.92,5.5,1023
2019,2,7,2,0,0,1.2,59.21,5.6,1023
2019,2,7,2,30,0,1.2,59.21,5.6,1023
2019,2,7,3,0,0,1.2,58.93,5.6,1023
2019,2,7,3,30,0,1.1,58.93,5.6,1023
2019,2,7,4,0,0,1.1,58.82,5.6,1023
2019,2,7,4,30,0,1.1,59.23,5.5,1023
2019,2,7,5,0,0,1.1,60.09,5.3,1023
2019,2,7,5,30,0,1.1,60.51,5.2,1023
2019,2,7,6,0,0,1.1,60.95,5.1,1024
2019,2,7,6,30,4,1,55.71,6.4,1024
2019,2,7,7,0,31,1,53.42,7.7,1024
2019,2,7,7,30,115,1.1,48.27,9.2,1024
2019,2,7,8,0,261,1.2,38.24,10.8,1025
2019,2,7,8,30,366,1.9,35.33,12,1025
2019,2,7,9,0,462,2.5,26.48,13.3,1025
2019,2,7,9,30,546,2.8,25.14,14.1,1025
2019,2,7,10,0,618,3.2,20.8,15,1025
2019,2,7,10,30,675,3.1,20.02,15.6,1025
2019,2,7,11,0,717,3.1,18.26,16.2,1024
2019,2,7,11,30,741,3,17.92,16.5,1024
2019,2,7,12,0,748,2.8,17.05,16.9,1023
2019,2,7,12,30,736,2.7,16.94,17,1023
2019,2,7,13,0,706,2.6,16.5,17.2,1022
2019,2,7,13,30,660,2.5,16.61,17.1,1022
2019,2,7,14,0,599,2.4,16.58,17,1022
2019,2,7,14,30,524,2.3,17.1,16.5,1021
2019,2,7,15,0,436,2.1,17.75,16.1,1021
2019,2,7,15,30,338,2.1,17.75,16.1,1021
2019,2,7,16,0,234,1,33.3,12.7,1021
2019,2,7,16,30,131,1.1,36.51,11.3,1021
2019,2,7,17,0,41,1.2,36.39,9.8,1021
2019,2,7,17,30,0,1.2,37.67,9.3,1022
2019,2,7,18,0,0,1.3,36.25,8.9,1022
2019,2,7,18,30,0,1.3,37.75,8.3,1022
2019,2,7,19,0,0,1.3,38.92,7.8,1022
2019,2,7,19,30,0,1.3,40.27,7.3,1022
2019,2,7,20,0,0,1.3,42.19,6.7,1022
2019,2,7,20,30,0,1.3,43.36,6.3,1022
2019,2,7,21,0,0,1.2,44.59,5.8,1022
2019,2,7,21,30,0,1.2,45.52,5.5,1022
2019,2,7,22,0,0,1.2,46.14,5.2,1022
2019,2,7,22,30,0,1.2,46.78,5,1022
2019,2,7,23,0,0,1.2,47.03,4.8,1021
2019,2,7,23,30,0,1.2,47.69,4.6,1021
2019,2,8,0,0,0,1.2,47.69,4.5,1021
2019,2,8,0,30,0,1.2,48.36,4.3,1021
2019,2,8,1,0,0,1.2,48.51,4.2,1020
2019,2,8,1,30,0,1.2,49.19,4,1020
2019,2,8,2,0,0,1.2,49.42,3.9,1020
2019,2,8,2,30,0,1.2,49.77,3.8,1020
2019,2,8,3,0,0,1.2,50.25,3.7,1020
2019,2,8,3,30,0,1.2,50.6,3.6,1020
2019,2,8,4,0,0,1.2,51.96,3.4,1020
2019,2,8,4,30,0,1.2,52.33,3.3,1020
2019,2,8,5,0,0,1.2,53.51,3.2,1020
2019,2,8,5,30,0,1.2,53.14,3.3,1020
2019,2,8,6,0,0,1.2,53.53,3.4,1021
2019,2,8,6,30,4,1.1,47.2,5.2,1021
2019,2,8,7,0,30,1.1,47.34,7,1021
2019,2,8,7,30,125,1.4,41.89,8.8,1021
2019,2,8,8,0,262,1.7,29.65,10.6,1020
2019,2,8,8,30,376,1.8,27.21,11.9,1020
2019,2,8,9,0,472,1.9,21.29,13.1,1020
2019,2,8,9,30,558,1.9,19.95,14.1,1020
2019,2,8,10,0,631,2,17.95,15.1,1020
2019,2,8,10,30,689,2,17.04,15.9,1019
2019,2,8,11,0,730,1.9,16.02,16.7,1019
2019,2,8,11,30,754,1.8,15.41,17.3,1018
2019,2,8,12,0,760,1.7,14.82,18,1018
2019,2,8,12,30,750,1.8,14.44,18.4,1017
2019,2,8,13,0,723,2,14.23,18.9,1017
2019,2,8,13,30,674,2.3,14.12,19,1016
2019,2,8,14,0,586,2.5,14.33,19.1,1016
2019,2,8,14,30,533,2.5,14.77,18.6,1015
2019,2,8,15,0,397,2.5,16.06,18.2,1015
2019,2,8,15,30,330,2.5,16.06,18.2,1015
2019,2,8,16,0,222,1.3,30.77,14,1015
2019,2,8,16,30,117,1.2,33.93,12.5,1015
2019,2,8,17,0,23,1.1,35.01,11.1,1015
2019,2,8,17,30,0,0.7,34.09,11.5,1015
2019,2,8,18,0,0,0.4,30.68,11.9,1015
2019,2,8,18,30,0,0.6,31.5,11.5,1015
2019,2,8,19,0,0,0.8,34.46,11.1,1015
2019,2,8,19,30,0,1.1,37.32,9.9,1015
2019,2,8,20,0,0,1.3,47.55,8.8,1015
2019,2,8,20,30,0,1.4,49.52,8.2,1015
2019,2,8,21,0,0,1.4,61.63,7.6,1015
2019,2,8,21,30,0,1.4,62.9,7.3,1015
2019,2,8,22,0,0,1.4,75.67,6.9,1015
2019,2,8,22,30,0,1.5,76.71,6.7,1015
2019,2,8,23,0,0,1.5,84.41,6.4,1014
2019,2,8,23,30,0,1.4,85.58,6.2,1014
2019,2,9,0,0,0,1.4,88.14,6,1014
2019,2,9,0,30,0,1.3,86.85,6.2,1013
2019,2,9,1,0,0,1.3,84.87,6.4,1013
2019,2,9,1,30,0,1.2,84.87,6.4,1013
2019,2,9,2,0,0,1.2,83.07,6.5,1013
2019,2,9,2,30,0,1.3,84.14,6.3,1012
2019,2,9,3,0,0,1.3,83.55,6.2,1012
2019,2,9,3,30,0,1.3,82.41,6.4,1012
2019,2,9,4,0,0,1.2,81,6.6,1012
2019,2,9,4,30,0,1.2,80.53,6.7,1013
2019,2,9,5,0,0,1.2,80.32,6.8,1013
2019,2,9,5,30,0,1.2,79.23,7,1013
2019,2,9,6,0,0,1.2,79.36,7.1,1013
2019,2,9,6,30,2,1.2,73.14,8.3,1013
2019,2,9,7,0,16,1.2,68.49,9.6,1014
2019,2,9,7,30,35,1.7,63.64,10.7,1014
2019,2,9,8,0,126,2.2,60.86,11.8,1014
2019,2,9,8,30,192,2.4,57.81,12.6,1015
2019,2,9,9,0,185,2.6,57.68,13.3,1015
2019,2,9,9,30,191,2.6,55.12,14,1015
2019,2,9,10,0,240,2.6,54.56,14.6,1015
2019,2,9,10,30,193,2.9,51.17,15.6,1015
2019,2,9,11,0,178,3.1,48.46,16.6,1015
2019,2,9,11,30,178,3.3,46.02,17.4,1014
2019,2,9,12,0,240,3.4,42.87,18.3,1014
2019,2,9,12,30,294,3.5,41.55,18.8,1014
2019,2,9,13,0,310,3.6,39.19,19.2,1013
2019,2,9,13,30,514,3.6,38.7,19.4,1013
2019,2,9,14,0,596,3.6,36.61,19.6,1013
2019,2,9,14,30,523,3.4,37.53,19.2,1013
2019,2,9,15,0,371,3.2,36.49,18.9,1013
2019,2,9,15,30,245,3.2,36.49,18.9,1013
2019,2,9,16,0,210,1.6,46.94,15.7,1013
2019,2,9,16,30,118,1.5,52.36,14,1013
2019,2,9,17,0,31,1.3,54.45,12.4,1014
2019,2,9,17,30,2,1.4,56.64,11.8,1014
2019,2,9,18,0,0,1.4,57.98,11.3,1014
2019,2,9,18,30,0,1.5,59.93,10.8,1014
2019,2,9,19,0,0,1.6,62.99,10.3,1015
2019,2,9,19,30,0,1.6,65.57,9.7,1015
2019,2,9,20,0,0,1.6,69.24,9.2,1015
2019,2,9,20,30,0,1.7,70.65,8.9,1015
2019,2,9,21,0,0,1.7,73.53,8.6,1015
2019,2,9,21,30,0,1.8,74.53,8.4,1015
2019,2,9,22,0,0,1.8,77.37,8.1,1015
2019,2,9,22,30,0,1.9,78.42,7.9,1015
2019,2,9,23,0,0,2,80.38,7.7,1015
2019,2,9,23,30,0,2,82.04,7.4,1015
2019,2,10,0,0,0,2.1,84.13,7.2,1015
2019,2,10,0,30,0,2.1,85.29,7,1015
2019,2,10,1,0,0,2,87.49,6.8,1015
2019,2,10,1,30,0,2,88.7,6.6,1015
2019,2,10,2,0,0,1.9,89.88,6.3,1014
2019,2,10,2,30,0,1.9,91.12,6.1,1014
2019,2,10,3,0,0,1.9,89.67,5.9,1014
2019,2,10,3,30,0,1.8,90.92,5.7,1014
2019,2,10,4,0,0,1.8,86.01,5.6,1014
2019,2,10,4,30,0,1.8,86.61,5.5,1014
2019,2,10,5,0,0,1.9,82.78,5.4,1014
2019,2,10,5,30,0,1.9,81.64,5.6,1014
2019,2,10,6,0,0,2,78.15,5.9,1014
2019,2,10,6,30,4,2.5,68.68,7.8,1015
2019,2,10,7,0,44,3,61.59,9.7,1015
2019,2,10,7,30,120,3,55.01,11.4,1015
