Year,Month,Day,Hour,Minute,DNI,Relative Humidity,Temperature,Pressure
2003,1,1,0,30,0,98.59,8,1010
2003,1,1,1,30,0,95.71,7,1010
2003,1,1,2,30,0,98.4,7,1010
2003,1,1,3,30,0,91.66,7,1010
2003,1,1,4,30,0,84.51,6,1010
2003,1,1,5,30,0,83.89,6,1010
2003,1,1,6,30,0,73.22,7,1010
2003,1,1,7,30,490,57.45,10,1020
2003,1,1,8,30,746,44.35,13,1020
2003,1,1,9,30,849,32.74,15,1020
2003,1,1,10,30,917,27.19,18,1020
2003,1,1,11,30,926,24.89,19,1010
2003,1,1,12,30,912,22.49,20,1010
2003,1,1,13,30,902,20.2,21,1010
2003,1,1,14,30,831,20.73,20,1010
2003,1,1,15,30,677,32.89,17,1010
2003,1,1,16,30,241,37.73,14,1010
2003,1,1,17,30,0,38.77,12,1010
2003,1,1,18,30,0,39.65,11,1010
2003,1,1,19,30,0,38.23,10,1010
2003,1,1,20,30,0,39.8,10,1010
2003,1,1,21,30,0,42.35,9,1010
2003,1,1,22,30,0,42.31,9,1010
2003,1,1,23,30,0,45.42,8,1010
2003,1,2,0,30,0,45.71,8,1010
2003,1,2,1,30,0,49.24,7,1010
2003,1,2,2,30,0,49.5,7,1010
2003,1,2,3,30,0,49.75,7,1020
2003,1,2,4,30,0,49.88,7,1020
2003,1,2,5,30,0,49.72,6,1020
2003,1,2,6,30,0,46.07,7,1020
2003,1,2,7,30,497,40.84,11,1020
2003,1,2,8,30,745,33.08,14,1020
2003,1,2,9,30,850,24.93,16,1020
2003,1,2,10,30,904,22.69,18,1020
2003,1,2,11,30,920,18.98,19,1010
2003,1,2,12,30,912,17,20,1010
2003,1,2,13,30,870,16.42,21,1010
2003,1,2,14,30,792,16.23,20,1010
2003,1,2,15,30,629,30.33,18,1010
2003,1,2,16,30,208,28.53,16,1010
2003,1,2,17,30,0,30.12,14,1010
2003,1,2,18,30,0,29.37,14,1010
2003,1,2,19,30,0,28.95,13,1010
2003,1,2,20,30,0,30.48,13,1010
2003,1,2,21,30,0,32.49,12,1010
2003,1,2,22,30,0,32.61,11,1010
2003,1,2,23,30,0,35.77,11,1010
2003,1,3,0,30,0,36.73,10,1010
2003,1,3,1,30,0,40.23,10,1010
2003,1,3,2,30,0,43.66,9,1010
2003,1,3,3,30,0,43.85,9,1010
2003,1,3,4,30,0,43.74,8,1010
2003,1,3,5,30,0,46.62,8,1010
2003,1,3,6,30,0,43.27,9,1020
2003,1,3,7,30,475,38.64,12,1020
2003,1,3,8,30,722,31.82,15,1020
2003,1,3,9,30,827,23.43,18,1020
2003,1,3,10,30,671,19.8,20,1020
2003,1,3,11,30,556,18.1,21,1010
2003,1,3,12,30,655,16.74,22,1010
2003,1,3,13,30,890,15.51,23,1010
2003,1,3,14,30,823,16.67,22,1010
2003,1,3,15,30,679,31.95,19,1010
2003,1,3,16,30,290,33.09,16,1010
2003,1,3,17,30,0,35.33,14,1010
2003,1,3,18,30,0,34.72,14,1010
2003,1,3,19,30,0,34.16,13,1010
2003,1,3,20,30,0,33.75,13,1010
2003,1,3,21,30,0,33.23,13,1010
2003,1,3,22,30,0,32.71,13,1010
2003,1,3,23,30,0,32.27,13,1010
2003,1,4,0,30,0,31.92,13,1010
2003,1,4,1,30,0,31.61,14,1010
