Year,Month,Day,Hour,Minute,DNI,Cloud Type,Relative Humidity,Temperature,Pressure
2015,1,1,0,30,0,0,93.28,22,1010
2015,1,1,1,30,0,0,98.63,21,1010
2015,1,1,2,30,0,7,98.54,21,1010
2015,1,1,3,30,0,7,100,20,1010
2015,1,1,4,30,0,7,100,20,1010
2015,1,1,5,30,0,7,100,20,1010
2015,1,1,6,30,0,7,100,20,1010
2015,1,1,7,30,212,8,91.46,22,1010
2015,1,1,8,30,325,8,80.38,24,1010
2015,1,1,9,30,848,1,68.25,26,1010
2015,1,1,10,30,904,1,61.15,27,1010
2015,1,1,11,30,569,3,55.21,28,1010
2015,1,1,12,30,608,2,50.51,29,1010
2015,1,1,13,30,197,3,49.35,29,1010
2015,1,1,14,30,129,3,48.83,29,1010
2015,1,1,15,30,109,3,51.77,29,1010
2015,1,1,16,30,493,1,57.09,27,1010
2015,1,1,17,30,0,3,70.65,25,1010
2015,1,1,18,30,0,0,76.04,24,1010
2015,1,1,19,30,0,3,76.56,24,1010
2015,1,1,20,30,0,0,82.1,23,1010
2015,1,1,21,30,0,0,82.33,23,1010
2015,1,1,22,30,0,0,86.79,22,1010
2015,1,1,23,30,0,0,86.41,22,1010
2015,1,2,0,30,0,0,90.62,21,1010
2015,1,2,1,30,0,0,89.35,21,1010
2015,1,2,2,30,0,0,89.16,21,1010
2015,1,2,3,30,0,0,95.28,20,1010
2015,1,2,4,30,0,0,95.95,20,1010
2015,1,2,5,30,0,0,96.59,20,1010
2015,1,2,6,30,0,0,97.19,20,1010
2015,1,2,7,30,539,0,86.81,22,1010
2015,1,2,8,30,764,0,77.6,24,1010
2015,1,2,9,30,854,0,63.7,27,1010
2015,1,2,10,30,903,0,57.68,28,1010
2015,1,2,11,30,922,2,52.63,29,1010
2015,1,2,12,30,920,0,48.78,30,1010
2015,1,2,13,30,895,0,45.63,31,1010
2015,1,2,14,30,839,0,45.55,31,1010
2015,1,2,15,30,724,0,48.5,30,1010
2015,1,2,16,30,491,0,52.31,29,1010
2015,1,2,17,30,0,0,61.27,27,1010
2015,1,2,18,30,0,0,66.22,26,1010
2015,1,2,19,30,0,3,67.38,26,1010
2015,1,2,20,30,0,0,72.71,25,1010
2015,1,2,21,30,0,0,78.59,24,1010
2015,1,2,22,30,0,0,84.69,23,1010
2015,1,2,23,30,0,0,85.88,23,1010
2015,1,3,0,30,0,0,92.65,22,1010
2015,1,3,1,30,0,3,94.14,22,1010
2015,1,3,2,30,0,1,95.5,22,1010
2015,1,3,3,30,0,0,96.38,22,1010
2015,1,3,4,30,0,0,97.02,22,1010
2015,1,3,5,30,0,0,100,21,1010
2015,1,3,6,30,0,1,100,21,1010
2015,1,3,7,30,0,3,91.92,23,1010
2015,1,3,8,30,649,1,82.18,25,1010
2015,1,3,9,30,762,2,68.22,28,1010
2015,1,3,10,30,224,3,63.19,29,1010
2015,1,3,11,30,845,0,58.59,30,1010
2015,1,3,12,30,840,0,54.43,31,1010
2015,1,3,13,30,820,0,50.31,32,1010
2015,1,3,14,30,335,3,49.26,32,1010
2015,1,3,15,30,312,3,51.67,31,1010
2015,1,3,16,30,444,1,55.3,30,1010
2015,1,3,17,30,0,3,63.83,28,1010
2015,1,3,18,30,0,3,68.41,27,1010
2015,1,3,19,30,0,3,69.1,27,1010
2015,1,3,20,30,0,3,74.21,26,1010
2015,1,3,21,30,0,3,79.97,25,1010
2015,1,3,22,30,0,0,81.32,25,1010
2015,1,3,23,30,0,0,87.54,24,1010
2015,1,4,0,30,0,0,88.52,24,1010
2015,1,4,1,30,0,0,94.74,23,1010
2015,1,4,2,30,0,0,95.42,23,1010
2015,1,4,3,30,0,0,95.95,23,1010
2015,1,4,4,30,0,0,100,22,1010
2015,1,4,5,30,0,0,100,22,1010
2015,1,4,6,30,0,0,100,22,1010
2015,1,4,7,30,337,0,90.36,24,1010
2015,1,4,8,30,620,0,79.82,26,1010
2015,1,4,9,30,741,0,68.41,28,1010
2015,1,4,10,30,814,0,61.85,29,1010
2015,1,4,11,30,845,0,56.25,30,1010
2015,1,4,12,30,843,0,51.73,31,1010
2015,1,4,13,30,814,0,48.13,32,1010
2015,1,4,14,30,754,0,50.52,31,1010
2015,1,4,15,30,638,0,53.79,30,1010
2015,1,4,16,30,0,3,58.9,29,1010
2015,1,4,17,30,0,4,70.53,27,1010
2015,1,4,18,30,0,1,77.99,26,1010
2015,1,4,19,30,0,3,84.83,25,1010
2015,1,4,20,30,0,0,85.98,25,1010
2015,1,4,21,30,0,1,91.54,24,1010
2015,1,4,22,30,0,0,91.73,24,1010
2015,1,4,23,30,0,0,91.42,24,1010
2015,1,5,0,30,0,0,96.88,23,1010
2015,1,5,1,30,0,0,96.49,23,1010
2015,1,5,2,30,0,0,96.16,23,1020
2015,1,5,3,30,0,0,100,22,1020
2015,1,5,4,30,0,0,100,22,1020
2015,1,5,5,30,0,0,100,22,1020
2015,1,5,6,30,0,0,100,22,1020
2015,1,5,7,30,432,0,91.1,24,1020
2015,1,5,8,30,703,0,79.83,26,1020
2015,1,5,9,30,811,0,71.53,27,1020
2015,1,5,10,30,861,0,63.87,28,1020
2015,1,5,11,30,26,3,57.81,29,1020
2015,1,5,12,30,98,3,56.03,29,1010
2015,1,5,13,30,15,3,55.06,29,1010
2015,1,5,14,30,8,3,54.51,29,1010
2015,1,5,15,30,651,0,57.77,28,1010
2015,1,5,16,30,387,0,62.38,27,1010
2015,1,5,17,30,0,0,72.54,25,1020
2015,1,5,18,30,0,0,79.63,24,1020
2015,1,5,19,30,0,0,81.57,24,1020
2015,1,5,20,30,0,0,87.86,23,1020
2015,1,5,21,30,0,0,88.55,23,1020
2015,1,5,22,30,0,0,88.85,23,1020
2015,1,5,23,30,0,0,88.91,23,1020
2015,1,6,0,30,0,0,94.27,22,1020
2015,1,6,1,30,0,0,94,22,1020
2015,1,6,2,30,0,0,99.6,21,1020
2015,1,6,3,30,0,0,99.14,21,1020
2015,1,6,4,30,0,0,98.79,21,1020
2015,1,6,5,30,0,3,98.42,21,1020
2015,1,6,6,30,0,0,98.04,21,1020
2015,1,6,7,30,501,0,86.83,23,1020
2015,1,6,8,30,748,0,75.47,25,1020
2015,1,6,9,30,819,0,64.11,27,1020
2015,1,6,10,30,866,2,58.72,28,1020
2015,1,6,11,30,471,7,54.26,29,1010
2015,1,6,12,30,305,2,53.29,29,1010
2015,1,6,13,30,345,7,52.94,29,1010
2015,1,6,14,30,744,1,56.47,28,1010
2015,1,6,15,30,328,8,61.16,27,1010
2015,1,6,16,30,192,7,66.73,26,1010
